base_run_id,relaxation_run_id,fixed_baseline_cap_ratio,relaxation_family,relaxed_node_id,relaxation_percent,base_cost_billion_cny,relaxed_cost_billion_cny,cost_reduction_billion_cny,cost_reduction_pct,base_actual_emissions_mt,relaxed_actual_emissions_mt,base_bess_energy_mwh,relaxed_bess_energy_mwh,base_pv_mw,relaxed_pv_mw,base_wind_mw,relaxed_wind_mw,is_valid_result,invalid_reason
r2_R2A_fixed_absolute_cap_core_0005_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,r3b_004_battery_duration_global_capfix0p14,0.14,battery_duration_global,GLOBAL,0.01,10.722882634181012,10.715336731341074,0.007545902839938279,0.0007042151851250198,0.6758118298085811,0.675811829808581,31269.0753394945,31269.075339494502,5126.223180569199,5126.223180569199,856.7612389004349,856.7612389004349,True,
r2_R2A_fixed_absolute_cap_core_0005_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,r3b_003_node_grid_capacity_scale_capfix0p14,0.14,node_grid_capacity_scale,k100_0034|k100_0011|k100_0025|k100_0013|k100_0026,0.01,10.722882634181012,10.722882634181003,8.881784197001252e-15,8.283019128353659e-16,0.6758118298085811,0.6758118298085818,31269.0753394945,31269.07533949446,5126.223180569199,5126.223180569199,856.7612389004349,856.7612389004349,True,
r2_R2A_fixed_absolute_cap_core_0005_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,r3b_001_node_pv_potential_scale_capfix0p14,0.14,node_pv_potential_scale,k100_0084|k100_0069|k100_0029|k100_0003|k100_0035,0.01,10.722882634181012,10.70352771525677,0.01935491892424146,0.001808274751944915,0.6758118298085811,0.6758118298085811,31269.0753394945,31163.574837006327,5126.223180569199,5131.970594999638,856.7612389004349,856.7612389004349,True,
r2_R2A_fixed_absolute_cap_core_0005_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,r3b_002_node_wind_potential_scale_capfix0p14,0.14,node_wind_potential_scale,k100_0084|k100_0069|k100_0049|k100_0053|k100_0091,0.01,10.722882634181012,10.719801486054438,0.003081148126574007,0.0002874258567737772,0.6758118298085811,0.6758118298085807,31269.0753394945,31249.664581146622,5126.223180569199,5126.223180569199,856.7612389004349,857.7612389004349,True,
r2_R2A_fixed_absolute_cap_core_0003_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25,r3b_008_battery_duration_global_capfix0p25,0.25,battery_duration_global,GLOBAL,0.01,6.595777846292342,6.59297390833341,0.002803937958931968,0.0004252918330812498,1.2068068389438946,1.206806838943894,11688.97690474659,11689.227155476896,4772.042311790851,4771.88304537524,512.293663525492,512.3538270574824,True,
r2_R2A_fixed_absolute_cap_core_0003_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25,r3b_007_node_grid_capacity_scale_capfix0p25,0.25,node_grid_capacity_scale,k100_0034|k100_0011|k100_0033|k100_0042|k100_0030,0.01,6.595777846292342,6.595777846292348,-6.217248937900877e-15,-9.426104218163969e-16,1.2068068389438946,1.2068068389438926,11688.97690474659,11688.976904746614,4772.042311790851,4772.042311790859,512.293663525492,512.2936635254915,True,
r2_R2A_fixed_absolute_cap_core_0003_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25,r3b_005_node_pv_potential_scale_capfix0p25,0.25,node_pv_potential_scale,k100_0084|k100_0069|k100_0029|k100_0003|k100_0035,0.01,6.595777846292342,6.591900028526746,0.0038778177655958146,0.0005882701116240208,1.2068068389438946,1.206806838943894,11688.97690474659,11675.858448158386,4772.042311790851,4768.287805295186,512.293663525492,512.9546570730137,True,
r2_R2A_fixed_absolute_cap_core_0003_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25,r3b_006_node_wind_potential_scale_capfix0p25,0.25,node_wind_potential_scale,k100_0084|k100_0069|k100_0049|k100_0053|k100_0092,0.01,6.595777846292342,6.5951430158430515,0.0006348304492904688,9.625726807826001e-05,1.2068068389438946,1.206806838943893,11688.97690474659,11685.807268886498,4772.042311790851,4771.02106291956,512.293663525492,512.8266035822729,True,
