lhs_sample_id,fixed_baseline_cap_ratio,demand_scale,PV_potential_scale,PV_capacity_factor_scale,wind_potential_scale,wind_capacity_factor_scale,grid_existing_capacity_scale,grid_carbon_factor_scale,PV_capex,wind_capex,BESS_power_capex,BESS_energy_capex,BESS_degradation_cost,TOU_price_scale,DR_fraction,experiment_id,run_id,dataset_id,spatial_resolution,temporal_mode,technology_set,grid_carbon_scenario,co2_cap_ratio,objective_name,solver_name,solver_status,objective_value,solver_objective_value,is_valid_result,invalid_reason,runtime_seconds,timestamp,git_commit,input_hash,pv_mw,wind_mw,bess_power_mw,bess_energy_mwh,ldes_power_mw,ldes_energy_mwh,grid_expansion_mw,total_grid_interface_mw,E_ref_grid_only_ton,E_lc_unconstrained_ton,E_min_techset_ton,co2_cap_ton,actual_emissions_ton,reduction_vs_grid_only,reduction_vs_unconstrained_lc,cap_violation_ton,cap_violation_ratio,pv_cost,wind_cost,bess_power_cost,bess_energy_cost,bess_degradation_cost,bess_replacement_proxy_cost,ldes_power_cost,ldes_energy_cost,grid_purchase_cost,grid_expansion_cost,demand_response_cost,ev_flexibility_cost,thermal_flexibility_cost,load_shedding_penalty,total_system_cost,pv_curtailment_mwh,wind_curtailment_mwh,pv_generation_mwh,wind_generation_mwh,bess_charge_mwh,bess_discharge_mwh,bess_throughput_mwh,bess_equivalent_full_cycles,bess_cycling_degradation_cost_yuan,bess_calendar_ageing_cost_yuan,bess_average_duration_h,bess_max_duration_h,ldes_charge_mwh,ldes_discharge_mwh,ldes_equivalent_full_cycles,grid_import_mwh,peak_grid_import_mw,DR_shifted_mwh,DR_peak_reduction_mw,thermal_shifted_mwh,thermal_peak_reduction_mw,EV_charge_mwh,EV_discharge_mwh,actual_emissions_mt,total_system_cost_billion_cny
10,0.25,1.0154724726921698,1.1956138136397878,0.9252090362050569,0.8066910472034938,1.0443937715487919,0.8762965361974044,0.8818177779933994,5075.6273105886785,9487.953751705374,745.7361259808151,1386.3324489543959,0.04392035073888364,1.057924232972701,0.10473987900837475,R3D_revised_uncertainty_lhs,r3d_011_lhs010_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2791855769185469,min_cost,scipy-linprog-highs,optimal,6613055129.376456,6613055129.376481,True,,28.538229500001762,2026-06-05T09:11:15.040249+00:00,f614d91,0f459fd21d64d7b089e37a06ddb2b2fa8a582908e271c9dd2395d42f52d30f95,4946.1126829036375,492.6145147074638,2369.301502800123,9477.206011200493,0.0,0.0,0.0,3374.847231445871,4322597.364318647,2206388.146852414,546551.5350528418,1206806.8389438917,1206806.838943895,0.7208144230814524,0.4530396473233871,3.492459654808044e-09,2.8939674039835472e-15,2340421764.7697406,488777778.94667375,246084923.5665021,1829899359.0528069,351694472.63987297,0.0,0.0,0.0,1352259840.0437376,0.0,3916990.3571223314,0.0,0.0,0.0,6613055129.376456,745091.9921083495,136296.279288492,4708284.161378338,1241784.052964875,2728806.8679104005,2689364.8110964526,5418171.679006853,354.7148822023689,237968000.50546703,113726472.13440593,4.0,4.0,0.0,0.0,0.0,2289301.546832668,2592.677890326949,97924.75892805826,157.3969910927412,0.0,0.0,0.0,0.0,1.2068068389438948,6.613055129376456
11,0.25,0.9088624415513107,1.0076582702811685,1.0126462655904294,0.8778604237072537,1.0542130051732774,1.048214668473648,1.1884969607559848,4031.163047341746,11125.99866927718,699.2983646464032,1429.4658106455133,0.038121472479861765,1.0379691261796329,0.11794117328131533,R3D_revised_uncertainty_lhs,r3d_012_lhs011_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2314428617303241,min_cost,scipy-linprog-highs,optimal,5865550447.036453,5865550447.036505,True,,40.54342650002218,2026-06-05T09:12:08.699934+00:00,f614d91,30093a51e85d70d7e5339d600ab879ca14e4dbcbba15d05fe4d862a57fff9e9b,4535.903713442658,438.6878630093826,2675.36448764952,10701.45795059808,0.0,0.0,0.0,4036.9489387806175,5214275.480010508,2435216.4435967635,618317.4273326786,1206806.8389438917,1206806.8389438884,0.7685571382696764,0.5044354919181393,0.0,0.0,1704647506.6700745,491484106.4485478,260570331.7121429,2130572009.213318,330100545.39420444,0.0,0.0,0.0,944497148.735828,0.0,3678798.862337171,0.0,0.0,0.0,5865550447.036453,943264.4222307224,159942.04631989563,4530463.104252291,1078817.5905164145,2629668.169817543,2660868.550493289,5290536.720310832,310.8067801108094,201683049.9870275,128417495.40717696,4.0,4.0,0.0,0.0,0.0,1698571.279392024,2623.4188478999345,91969.97155842929,152.64973473694045,0.0,0.0,0.0,0.0,1.2068068389438884,5.865550447036453
12,0.25,1.04765220923268,1.1468043576461247,0.9355379680273036,1.165362265114102,1.0073976837192185,0.9417992177349132,1.0770012797177115,6332.781184669399,9350.671840457551,621.6808342366371,1498.374247197036,0.07989588567186244,1.0755842047272477,0.09240978430385419,R3D_revised_uncertainty_lhs,r3d_013_lhs012_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2215677978233975,min_cost,scipy-linprog-highs,optimal,8896315708.481045,8896315708.480984,True,,34.58095770000364,2026-06-05T09:12:56.100993+00:00,f614d91,6d7958c492c5312d642f544ce3fe5fb68e0c615beb150175cb260e10028a30b2,5568.881519097235,555.166199274371,3538.695599501217,14152.395804823926,0.0,0.0,0.0,3627.115195893631,5446670.729226577,3094357.376669568,726839.7758420308,1206806.8389438917,1206806.8389438924,0.7784322021766024,0.6099975885000171,9.313225746154783e-10,7.717246410622793e-16,3287780813.3231025,544880285.9891013,306401001.1076846,2953450942.1949334,610217669.7325983,0.0,0.0,0.0,1189628807.933059,0.0,3956188.200565204,0.0,0.0,0.0,8896315708.481045,1073049.401640953,232452.94293951808,5135511.970761186,1265599.5168537418,2663891.2579676146,2848143.765755847,5512035.023723461,251.56021328779548,440388920.0747112,169828749.6578871,3.999325572625891,4.0,0.0,0.0,0.0,1874414.4888239664,1870.1988920128813,98904.70501413009,137.86307148595805,0.0,0.0,0.0,0.0,1.2068068389438924,8.896315708481044
13,0.25,0.9000210201298103,0.8031393345783022,0.9687939225004807,0.7447033045757557,1.1038238991636782,0.9493592969384457,1.1466759702271696,5506.206311662747,9439.935017248432,509.29996933952776,1184.5984220892842,0.1066411648739476,1.1860004472546777,0.04633947755905265,R3D_revised_uncertainty_lhs,r3d_014_lhs013_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2422404399181302,min_cost,scipy-linprog-highs,optimal,7103972431.582002,7103972431.58205,True,,40.294394399999874,2026-06-05T09:13:48.954088+00:00,f614d91,11c292b92e85eaef5fc4c7e36d7162ac9ee0dda12f3ae9e18f5550e21667492b,4060.8501483446375,433.6618221319367,3655.555006819725,14622.220027278898,0.0,0.0,0.0,3656.231038893844,4981855.380347537,2464935.168824949,862999.9194621074,1206806.8389438917,1206806.838943886,0.7577595600818708,0.5104103125279442,0.0,0.0,2084538112.4599624,428655255.606078,259302359.46483004,2412481322.2699404,705656688.0676303,0.0,0.0,0.0,1211552599.5246823,0.0,1786094.188878687,0.0,0.0,0.0,7103972431.582002,586544.7223880213,168867.25138277272,4101696.53110604,1113327.6350256477,2339803.510711335,2631916.8223043517,4971720.333015686,224.9929232184224,530190047.7402835,175466640.32734677,4.0,4.0,0.0,0.0,0.0,1760520.71866901,2105.813619332323,44652.35472196718,59.39304408860832,0.0,0.0,0.0,0.0,1.2068068389438862,7.103972431582002
14,0.25,0.9506522438251577,1.0435750608002516,0.9872185592383442,0.7633846340989411,0.8553924497367593,1.0269700677506368,1.0175751398909616,4850.470666067283,9005.258188934324,869.6079259695047,1123.5838393421413,0.0671084006026073,0.8878888049319986,0.01341136276871337,R3D_revised_uncertainty_lhs,r3d_015_lhs014_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2584353057159451,min_cost,scipy-linprog-highs,optimal,5964958507.169755,5964958507.169726,True,,44.45579589999397,2026-06-05T09:14:45.668658+00:00,f614d91,febd9d6d5943ade7f170a0289bcf486b430bdb1f416873b36329f0d10f79212e,4510.054748557612,512.1759856420506,2588.2306007092725,10352.92240283709,0.0,0.0,0.0,3955.13042304809,4669667.078190675,2591638.975512682,615486.1037350383,1206806.8389438917,1206806.8389438896,0.7415646942840552,0.5343460835608258,0.0,0.0,2039417270.4802272,488847288.7364731,313477195.1286542,1620122815.9514751,451025978.6089926,0.0,0.0,0.0,1051478973.6015393,0.0,588984.6623933491,0.0,0.0,0.0,5964958507.169755,717696.9680875802,119903.40318441406,4588174.288622718,1053608.9937971209,2409378.03708676,2460219.611501084,4869597.648587844,297.04409969629586,326790909.7749475,124235068.83404508,4.0,4.0,0.0,0.0,0.0,1983879.837513666,2312.378325263004,14724.616559833728,18.15689833850839,0.0,0.0,0.0,0.0,1.2068068389438895,5.964958507169755
15,0.25,1.0831988424798582,1.1167419248366783,1.016847469040814,0.9493028780464794,1.1325632506152132,0.8067015881004981,1.1624787566245025,4696.105295449898,11310.049112070363,844.2107041265592,1224.3298322266292,0.09949986277403776,1.0460206528049936,0.04338913336047835,R3D_revised_uncertainty_lhs,r3d_016_lhs015_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.198539452049029,min_cost,scipy-linprog-highs,optimal,8243067962.282736,8243067962.282807,True,,26.704244099993957,2026-06-05T09:15:24.584323+00:00,f614d91,27e46567f1fe6b83071f7101e17b28b2355a5ca316639537fb94b5410f50f3cf,5529.556259735998,490.4860013943637,4209.926784739341,16839.707138957365,0.0,0.0,0.0023186856860843,3106.8211964801017,6078423.338480214,3071015.8080058643,796394.6654800667,1206806.8389438917,1206806.8389438936,0.8014605479509707,0.6070333354202033,2.0954757928848267e-09,1.7363804423901284e-15,2420853471.869328,556578021.3022165,494999650.9784869,2871524071.762427,818137584.6801419,0.0,0.0,0.0,1079000400.6134572,161.7228674478649,1974599.3538125528,0.0,0.0,0.0,8243067962.282736,1253348.986426836,221391.5259655149,5447158.1766651645,1266571.5009893533,2947539.4157807627,3244037.957664627,6191577.37344539,240.80272973986249,616061099.0126535,202076485.6674884,4.0,4.0,0.0,0.0,0.0,1736588.1240244615,1780.8996963084303,49364.983845313815,66.9304163340982,0.0,0.0,0.0,0.0,1.2068068389438935,8.243067962282735
16,0.25,0.995421142848046,0.9320184995845086,1.0237799461321786,0.8909826766660509,0.8896059946465299,1.0399269966652618,0.9239469667490098,5747.172890166641,11359.70840353523,980.621601235373,1287.9048283525758,0.10151843059753145,1.1980350762462715,0.11057584103195921,R3D_revised_uncertainty_lhs,r3d_017_lhs016_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.271822931290797,min_cost,scipy-linprog-highs,optimal,7482911241.944784,7482911241.944897,True,,36.806655899999896,2026-06-05T09:16:14.201895+00:00,f614d91,fb62ab66d87f9f8f75a4921018a11834ffbc71a93cebe0dc8e7ebdeb627c4733,4419.799400431728,550.3331993933291,2694.478804534217,10777.915218136868,0.0,0.0,0.0,4005.0309462948367,4439680.027042478,2260021.8130470305,689958.3205300245,1206806.8389438917,1206806.8389438947,0.7281770687092022,0.466019826898555,3.2596290111541752e-09,2.7010362437179777e-15,2368084619.309397,626627381.2689389,368006697.4444563,1933294562.990315,617193582.0589423,0.0,0.0,0.0,1565271267.6112134,0.0,4433131.261520083,0.0,0.0,0.0,7482911241.944784,759681.8570245932,157848.0897984999,4632577.337919324,1153525.6147220808,2369311.0472282334,2436305.0026830304,4805616.049911264,282.5575439885702,487858599.4412999,129334982.6176424,4.0,4.0,0.0,0.0,0.0,2184916.3164504743,2054.546034092919,110828.28153800208,156.75239969656542,0.0,0.0,0.0,0.0,1.2068068389438946,7.482911241944784
17,0.25,0.9278926422078781,1.1725000500915133,1.0617434723120927,0.7949969532727493,0.9619465563012523,0.824517801023772,0.9482156125901361,5933.895017768225,10624.364817336389,588.944170780521,1456.0325513298521,0.029693131807744636,0.8506078049616584,0.13282084418836426,R3D_revised_uncertainty_lhs,r3d_018_lhs017_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2841418368138689,min_cost,scipy-linprog-highs,optimal,5657871726.844573,5657871726.844624,True,,42.1357805999869,2026-06-05T09:17:09.091065+00:00,f614d91,70dc46988c3091101accd7d7709e68e8b348d4e5980a93bed627cf536c83e96e,3974.622811700016,479.86715344736746,1875.723178491136,7501.420426575272,0.0,0.0,0.0,3175.4337751211538,4247198.696524325,2598132.361168865,384225.483625091,1206806.8389438917,1206806.8389438917,0.7158581631861312,0.5355098697123479,0.0,0.0,2198751636.275981,518788790.890806,153858809.55683097,1521227214.2183547,227694354.0134172,0.0,0.0,0.0,1032498041.0975842,0.0,5052880.791598158,0.0,0.0,0.0,5657871726.844573,808927.723923634,110029.6821661894,4220019.790915837,1126415.952059462,2309691.0273472844,2326980.839599556,4636671.866946841,387.756702609909,137677308.89451393,90017045.11890326,3.999215082797849,4.0,0.0,0.0,0.0,2128995.53264098,2209.943991292117,126322.01978995396,173.030763388767,0.0,0.0,0.0,0.0,1.2068068389438917,5.657871726844573
18,0.25,0.9605983044789259,0.9000033627387974,0.9200553810452833,1.1123980575533006,0.8784032335220252,0.9319505019001311,0.8162971640883016,4085.6183600803324,11792.208271136493,895.7748130442455,1051.1535230192185,0.08746862814597932,1.128019445021236,0.008426415494400796,R3D_revised_uncertainty_lhs,r3d_019_lhs018_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.3188231965548633,min_cost,scipy-linprog-highs,optimal,5966814497.642205,5966814497.642131,True,,41.771306100010406,2026-06-05T09:18:02.962242+00:00,f614d91,cfeaae53216f6371e130146af3ff75738fb5d83b4abe536ca0972a5a16b7a0fd,4272.719594205946,563.0646130687217,2092.2775456355007,8369.110182542003,0.0,0.0,0.0,3589.18521443719,3785191.454023401,1785696.986794218,640333.4096740253,1206806.8389438917,1206806.8389438945,0.681176803445136,0.3241816232716947,2.7939677238464355e-09,2.3151739231868377e-15,1627431002.9891806,660173975.845805,261034335.39626133,1225250620.0671992,467336845.30223787,0.0,0.0,0.0,1725225418.2618558,0.0,362299.7796649597,0.0,0.0,0.0,5966814497.642205,591581.0231528645,123094.76843558572,4093099.1296021217,1201720.1723799745,2102893.494517404,2091839.3015588024,4194732.796076207,312.4345444038942,366907523.1117338,100429322.19050404,4.0,4.0,0.0,0.0,0.0,2473053.799518604,1823.4756170559715,9057.494491623993,11.527410321639032,0.0,0.0,0.0,0.0,1.2068068389438944,5.966814497642205
19,0.25,0.9384985695556683,0.8166482895694674,1.006928751560922,0.922884075459242,1.09221151518324,0.8699079121300284,0.975057905126255,5752.4898329458065,11668.532251901957,616.078245877763,1249.4481219569009,0.05429556322638558,1.0614482422622773,0.07279310258829316,R3D_revised_uncertainty_lhs,r3d_020_lhs019_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2731970416293739,min_cost,scipy-linprog-highs,optimal,6597534015.561794,6597534015.561808,True,,37.43693090000306,2026-06-05T09:18:52.894517+00:00,f614d91,7dc9c60d1aa356ad556b83dc82e58e4cf6c1a3b53539971a2c37f3e7270b6216,4099.498589333425,459.5191989686538,2788.236407296294,11152.945629185177,0.0,0.0,0.0,3350.242968669605,4417349.586753857,2243354.2201674,722174.5451582107,1206806.8389438917,1206806.8389438917,0.726802958370626,0.46205248012334,0.0,0.0,2198502670.172821,534324781.7288184,239246152.74750915,1940829160.8147411,384292502.3825135,0.0,0.0,0.0,1297553209.593106,0.0,2785538.122284436,0.0,0.0,0.0,6597534015.561794,697136.3228266283,171498.33280709255,4222025.004441453,1172855.1280797038,2249875.202709172,2362972.3293812345,4612847.532090407,264.8372465832902,250457154.83229136,133835347.55022211,4.0,4.0,0.0,0.0,0.0,2070386.5817317115,2195.443228129789,69638.45305711089,97.2840904075378,0.0,0.0,0.0,0.0,1.2068068389438917,6.597534015561794
20,0.25,1.0346859852112638,1.0031652235315904,1.021137762385039,0.9371314440313373,0.9396482851318847,0.9128982686966692,1.1092838645807894,4306.5331376687955,9740.493534552672,651.8221509101742,1062.3326689976095,0.07122315309459613,1.148443020380487,0.09617962013718934,R3D_revised_uncertainty_lhs,r3d_021_lhs020_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2178154856965599,min_cost,scipy-linprog-highs,optimal,7046756772.009183,7046756772.009246,True,,40.56277940000291,2026-06-05T09:19:46.020001+00:00,f614d91,8cfdc8b1986d6930cfdec8c02f430a3230807f1e8f3718bed1d2a701badf45f5,5021.826752798938,536.1891306113604,3925.231028632811,15700.924114531244,0.0,0.0,0.0,3515.810079624287,5540500.644775556,2448930.848493617,808911.1566105592,1206806.8389438917,1206806.8389438917,0.78218451430344,0.5072107325177351,0.0,0.0,2016182847.4440503,542605621.7427859,356347596.1577967,2323085782.762008,605689464.9747344,0.0,0.0,0.0,1199180729.136815,0.0,3664729.790992151,0.0,0.0,0.0,7046756772.009183,999466.0404002954,177718.35763892357,5111468.697885115,1171823.5918506093,2803413.7112173014,3055332.4614794445,5858746.172696746,243.2446363659995,417278375.6003595,188411089.37437493,4.0,4.0,0.0,0.0,0.0,1819864.930558362,2580.856582871205,91618.24477480377,141.7110506074096,0.0,0.0,0.0,0.0,1.2068068389438917,7.046756772009183
21,0.25,0.9894105622198132,1.0896227496090747,0.9138680216283227,1.0812309297957912,1.035072197992124,1.0715882193153052,1.0300691348436366,4430.601691237967,11171.191481981934,988.0896610290755,1226.8304100447187,0.10470047345577212,1.012501895440992,0.11335748281730954,R3D_revised_uncertainty_lhs,r3d_022_lhs021_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2452997382642138,min_cost,scipy-linprog-highs,optimal,6934817631.170343,6934817631.170381,True,,35.80639519999386,2026-06-05T09:20:34.708235+00:00,f614d91,42d11b1bf1ece5e32e4c401a3cc972fa9d6edc14162f68536e4869f0684c7b02,5281.446469702411,489.1469626468746,2870.2062716465,11480.825086586,0.0,0.0,0.0,4126.96659842963,4919723.304572108,2631474.257825524,670092.2254447804,1206806.8389438917,1206806.838943893,0.7547002617357859,0.5413951569713935,1.6298145055770872e-09,1.3505181218589888e-15,2181503869.3749685,549745251.1580955,394992599.9233524,1961720489.3082528,644882699.2702968,0.0,0.0,0.0,1197543202.4711003,0.0,4429519.664275651,0.0,0.0,0.0,6934817631.170343,970963.1910403604,188494.1958525415,4780759.5863665845,1167672.4599445935,2381116.6995657594,2462345.6219822024,4843462.321547962,268.093277640294,507112798.2312648,137769901.039032,4.0,4.0,0.0,0.0,0.0,1959816.8073362133,1787.1771464033536,110737.99160689129,159.72533909687812,0.0,0.0,0.0,0.0,1.206806838943893,6.934817631170343
22,0.25,0.9120033440638351,1.1813051002438668,0.9081049282408552,0.8123533647016127,0.8030388849409458,1.0550475008047793,1.122181074624521,6173.403794507386,10763.467552110986,570.1972836499796,1437.9115084885184,0.013564161307335634,0.9021265095293179,0.14858336078415887,R3D_revised_uncertainty_lhs,r3d_023_lhs022_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2442759104442253,min_cost,scipy-linprog-highs,optimal,6681807561.673049,6681807561.673005,True,,34.37281279999297,2026-06-05T09:21:21.735750+00:00,f614d91,b15c7967b5fc6a5d3bbfc8d5c24b66a58077d2b1c181bc948615777908e6dd06,4748.519936027216,530.1764672361635,2524.7405626809327,10098.96225072373,0.0,0.0,0.0,4063.263963801392,4940343.2239767965,3138520.174985719,560836.0224097234,1206806.8389438917,1206806.838943893,0.7557240895557743,0.6154853970472296,1.862645149230957e-09,1.5434492821245586e-15,2732897520.2569,578947794.4769144,200503240.8506513,2022499410.469838,185733987.27998435,0.0,0.0,0.0,957698295.8344966,0.0,3527312.5042642243,0.0,0.0,0.0,6681807561.673049,642601.8485029248,105793.75882929354,4496129.115282927,1034613.7800807932,2361939.247590485,2396662.3945465945,4758601.64213708,296.6471127237405,64546440.27129959,121187547.00868475,4.0,4.0,0.0,0.0,0.0,1798949.2505568238,2332.9512874554666,88182.8126066056,179.47000965751522,0.0,0.0,0.0,0.0,1.206806838943893,6.681807561673049
23,0.25,1.0114416151729997,1.083480803339522,0.9995014363999789,1.052042033680995,1.1584927464152228,1.143275828428669,0.869011072795537,6105.619172792056,10560.307880203369,940.1367507579785,1340.5576269499447,0.06825791079708844,1.019000146551141,0.06369750070528209,R3D_revised_uncertainty_lhs,r3d_024_lhs023_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2844290111665785,min_cost,scipy-linprog-highs,optimal,6842761709.002939,6842761709.002887,True,,26.817608299985295,2026-06-05T09:22:00.936024+00:00,f614d91,ea7ff44cba14688be60e3c9ea83125a7fc0be698262c0e7803848164c899fa45,4433.766551661778,489.8529962063562,2193.6187507986097,8774.475003194439,0.0,0.0,0.0,4403.054337170513,4242910.503377286,2318165.751934768,531292.5174524174,1206806.8389438917,1206806.838943888,0.7155709888334223,0.4794130497628683,0.0,0.0,2523730239.8927727,527129941.58000326,287231241.2003967,1638272435.490038,411688000.2037215,0.0,0.0,0.0,1451928531.394813,0.0,2781319.2411941118,0.0,0.0,0.0,6842761709.002939,773563.1139499871,164241.70417550395,4507457.078412184,1355823.2459262777,2253857.567027464,2234915.918528112,4488773.485555575,318.3831394064128,306394300.1653882,105293700.03833328,4.0,4.0,0.0,0.0,0.0,2323039.2182353702,2045.9721426751785,69532.98102985277,92.09676464302152,0.0,0.0,0.0,0.0,1.206806838943888,6.842761709002939
24,0.25,0.9645125987877211,1.0795635377994288,0.9416659276934027,1.2941746421418534,0.932191786959355,1.0120409380109399,0.9922860096154134,5987.17580192873,11806.680275497736,765.4339739023771,1317.1323167335377,0.015446635988623862,0.8921906208413114,0.14036480882295005,R3D_revised_uncertainty_lhs,r3d_025_lhs024_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2612132730487176,min_cost,scipy-linprog-highs,optimal,6623276501.844658,6623276501.844572,True,,52.08655929999077,2026-06-05T09:23:05.899413+00:00,f614d91,fa35d4b8f0751395e078cf92c582796bf986192d15cfa68f70cda2b3e358a529,4547.534484752893,560.8445287081183,2554.124075877356,10216.496303509422,0.0,0.0,0.0,3897.634438425638,4620005.809271474,2771635.029206166,588577.9773227496,1206806.8389438917,1206806.838943891,0.7387867269512824,0.5645866695192054,0.0,0.0,2538273455.045676,658205933.5998131,272288450.5672695,1874178204.487138,195664273.68880463,0.0,0.0,0.0,1081148424.834942,0.0,3517759.621015372,0.0,0.0,0.0,6623276501.844658,618181.653946614,147138.9624410358,4484922.594955245,1253256.8942878346,2357217.303849555,2373024.161056039,4730241.464905594,290.34221842777106,73066318.0466916,122597955.64211306,4.0,4.0,0.0,0.0,0.0,2034440.4573105369,2574.0469349557297,87943.9905253843,185.19764351056003,0.0,0.0,0.0,0.0,1.206806838943891,6.623276501844658
25,0.25,1.0869531632094838,0.8484883594351976,1.0451732405755272,1.0937691179146967,0.9168461586022768,1.150709947363087,0.9358781221567118,5427.241152927026,11588.265436425187,601.9906504042358,1129.3685335783016,0.0016028808282170287,0.9323387174556754,0.12391043818651441,R3D_revised_uncertainty_lhs,r3d_026_lhs025_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2457592558382257,min_cost,scipy-linprog-highs,optimal,7734239448.47006,7734239448.470085,True,,34.73200379998889,2026-06-05T09:23:52.940992+00:00,f614d91,903592a357fd8417a462e0ccff1cb0d930be4a7df1a78757d3bc7261dc0db692,4302.987336291306,627.881559305158,4815.351675240363,19261.40670096145,0.0,0.0,0.0,4431.685074218648,4910524.467645231,2623927.4613058395,912323.249638149,1206806.8389438917,1206806.8389438896,0.7542407441617747,0.5400761428277812,0.0,0.0,2177156175.291829,726152542.1328635,403735791.3303695,3029724785.9359527,241116323.39358535,0.0,0.0,0.0,1152543697.124167,0.0,3810133.261293004,0.0,0.0,0.0,7734239448.47006,572272.785489145,141260.85432716671,4787173.624400167,1400713.8712262916,2896879.100594497,3329062.8449141043,6225941.945508601,216.04489333247471,9979442.982047966,231136880.4115374,4.0,4.0,0.0,0.0,0.0,2157061.6465877704,3300.4175822057164,95253.33153232509,191.49082479499265,0.0,0.0,0.0,0.0,1.2068068389438895,7.734239448470061
26,0.25,0.9737313843172397,0.8646489530580754,0.9034529878743855,1.1028028303872752,0.8633529824358357,1.1053660630280797,0.9615846077694803,5292.9188895428415,10105.1819399325,943.3300813018009,1264.454608459965,0.008938076843100416,0.9400361229099174,0.09468879760969202,R3D_revised_uncertainty_lhs,r3d_027_lhs026_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2670012725942371,min_cost,scipy-linprog-highs,optimal,7304681520.923192,7304681520.923217,True,,39.789732800010825,2026-06-05T09:24:45.339965+00:00,f614d91,20fbc3a664c31d47c83c0d85b83c0381e0e058f5d6f0b860caf4689e699e0af4,4387.531720929229,612.9349959541267,3733.833460740391,14935.333842961563,0.0,0.0,0.0,4257.053912060855,4519854.258439736,2513852.111558773,841773.9402116204,1206806.8389438917,1206806.838943889,0.7329987274057634,0.5199372177086504,0.0,0.0,2164990048.676277,637755933.5215827,490566764.92176986,2630253901.39838,226048507.77282912,0.0,0.0,0.0,1152191751.766785,0.0,2874612.865569067,0.0,0.0,0.0,7304681520.923192,610745.9242479334,159877.0361476316,4113009.575626543,1257566.8316902872,2422935.34726674,2815831.6133726374,5238766.960639378,235.6686200472536,46824501.65729037,179224006.11553875,4.0,4.0,0.0,0.0,0.0,2099395.920934684,3047.851826461217,71865.32163922668,131.2955965631016,0.0,0.0,0.0,0.0,1.2068068389438888,7.304681520923192
27,0.25,1.0853940732314187,0.9615182627545154,1.0291607410969257,0.8237163030833261,1.0146147402482475,0.9820877401917784,1.1410790877064538,6127.29412438974,10973.471721307938,910.3278956761544,1041.3622802245657,0.022275556905391482,0.884674637015185,0.10531143730396535,R3D_revised_uncertainty_lhs,r3d_028_lhs027_capfix0p25,xinwu_k100,k100,repday_opt,base_with_storage_degradation,baseline,0.2018537565158673,min_cost,scipy-linprog-highs,optimal,8764165278.54622,8764165278.546173,True,,38.92280259999097,2026-06-05T09:25:37.053009+00:00,f614d91,a09927ab8605c5c71015b9551fce170d5c4ccb0c3ef692ddfd76c15425303181,4929.201904420087,633.2721946723307,5467.121257486128,21868.485029944517,0.0,0.0,0.0,3782.276836795024,5978619.668884024,3388394.5032480382,1008963.1759728296,1206806.8389438917,1206806.8389438854,0.7981462434841337,0.6438411059317126,0.0,0.0,2815695792.9383245,701930730.1963698,693164085.614974,3171757939.9437647,401152057.2408436,0.0,0.0,0.0,976433929.0770617,0.0,4030743.53488282,0.0,0.0,0.0,8764165278.54622,894346.587664792,321264.48421168805,5151002.738941474,1399790.1003922315,2891659.5806265306,3336253.708846908,6227913.289473439,190.69986468418915,138730236.88150942,262421820.35933417,4.0,4.0,0.0,0.0,0.0,1769155.9024558594,2042.230079122722,100768.5883720705,154.7983123464514,0.0,0.0,0.0,0.0,1.2068068389438853,8.764165278546221
