experiment_id,run_id,r2_family,technology_set,grid_carbon_scenario,spatial_resolution,network_mode,fixed_baseline_cap_ratio,co2_cap_mt,actual_emissions_mt,total_system_cost_billion_cny,dual_MAC_CNY_per_tCO2,dual_shadow_price_raw,co2_cap_slack,co2_cap_is_binding,is_valid_result,invalid_reason
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0039_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p15,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663376,10.41909175515956,13585.765865456657,-13585.765865456657,0.0,True,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0040_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p14,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085809,11.09811153825495,14117.047230461676,-14117.047230461676,0.0,True,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0041_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix1p00,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,1.0,4.827227355775566,2.411623880647965,5.211931051788132,,-0.0,2415603.4751275987,False,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0042_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p40,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.4,1.9308909423102263,1.9308909423102212,5.3678985308816545,833.3677376766675,-833.3677376766675,0.0,True,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0043_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p25,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.25,1.2068068389438917,1.2068068389438924,6.540284846699167,2681.609907280936,-2681.609907280936,0.0,True,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0044_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663368,9.757172280367392,11989.996428628869,-11989.996428628869,0.0,True,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0045_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085807,10.357386020747084,12482.869039464264,-12482.869039464264,0.0,True,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0046_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix1p00,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,1.0,4.827227355775566,2.199131926832569,4.249646784463997,,-0.0,2628095.4289429984,False,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0047_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p40,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.4,1.9308909423102263,1.930890942310228,4.278827816867857,232.2212717645776,-232.2212717645776,0.0,True,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0048_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p25,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.25,1.2068068389438917,1.20680683894389,4.57413469164518,593.8380795792035,-593.8380795792035,0.0,True,True,
