dataset_id,spatial_resolution,temporal_mode,weights_csv,use_existing_weights,n_rep_days,grid_carbon_scenario,technology_set,storage_model,bess_degradation_mode,bess_calendar_ageing_cost_yuan_per_kwh_year,dr_ramp_fraction_per_h,thermal_ramp_fraction_per_h,load_shedding_penalty_yuan_per_kwh,compute_reference_context,experiment_id,fixed_baseline_reference_ton,fixed_baseline_cap_ratio,co2_cap_ton,co2_cap_ratio,run_id,storage_model_label,bess_degradation_cost_yuan_per_kwh,h_max_liion,enable_ldes,flex_case,dr_fraction,thermal_flex_fraction,ev_mode,ev_penetration,network_mode,allow_large_spatial_transfer_proxy,network_k_nearest,transfer_cap_mw,solver_method,solver_name,solver_time_limit_seconds
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2C_flexibility_ablation_ramped_0054_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,,,,,base_no_flex,,,,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2C_flexibility_ablation_ramped_0055_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p40,,,,,DR10_only,0.1,0.0,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2C_flexibility_ablation_ramped_0056_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p25,,,,,DR10_only,0.1,0.0,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.15,724084.1033663348,0.15,r2_R2C_flexibility_ablation_ramped_0057_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p15,,,,,DR10_only,0.1,0.0,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2C_flexibility_ablation_ramped_0058_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p14,,,,,DR10_only,0.1,0.0,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2C_flexibility_ablation_ramped_0059_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p40,,,,,thermal10_only,0.0,0.1,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2C_flexibility_ablation_ramped_0060_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p25,,,,,thermal10_only,0.0,0.1,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.15,724084.1033663348,0.15,r2_R2C_flexibility_ablation_ramped_0061_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p15,,,,,thermal10_only,0.0,0.1,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2C_flexibility_ablation_ramped_0062_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p14,,,,,thermal10_only,0.0,0.1,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2C_flexibility_ablation_ramped_0063_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p40,,,,,DR10_thermal10_noEV,0.1,0.1,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2C_flexibility_ablation_ramped_0064_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p25,,,,,DR10_thermal10_noEV,0.1,0.1,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.15,724084.1033663348,0.15,r2_R2C_flexibility_ablation_ramped_0065_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p15,,,,,DR10_thermal10_noEV,0.1,0.1,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2C_flexibility_ablation_ramped_0066_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p14,,,,,DR10_thermal10_noEV,0.1,0.1,disabled,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2C_flexibility_ablation_ramped_0067_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p40,,,,,DR10_EVmedium_thermal10,0.1,0.1,,medium,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2C_flexibility_ablation_ramped_0068_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p25,,,,,DR10_EVmedium_thermal10,0.1,0.1,,medium,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.15,724084.1033663348,0.15,r2_R2C_flexibility_ablation_ramped_0069_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p15,,,,,DR10_EVmedium_thermal10,0.1,0.1,,medium,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2C_flexibility_ablation_ramped,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2C_flexibility_ablation_ramped_0070_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p14,,,,,DR10_EVmedium_thermal10,0.1,0.1,,medium,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2D_network_abstraction_revised_0071_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p40_node_interface,,,,,,,,,,node_interface,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2D_network_abstraction_revised_0072_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25_node_interface,,,,,,,,,,node_interface,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2D_network_abstraction_revised_0073_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14_node_interface,,,,,,,,,,node_interface,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2D_network_abstraction_revised_0074_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p40_node_interface,,,,,,0.1,0.1,,,node_interface,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2D_network_abstraction_revised_0075_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p25_node_interface,,,,,,0.1,0.1,,,node_interface,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2D_network_abstraction_revised_0076_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p14_node_interface,,,,,,0.1,0.1,,,node_interface,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2D_network_abstraction_revised_0077_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p40_copperplate,,,,,,,,,,copperplate,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2D_network_abstraction_revised_0078_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25_copperplate,,,,,,,,,,copperplate,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2D_network_abstraction_revised_0079_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14_copperplate,,,,,,,,,,copperplate,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2D_network_abstraction_revised_0080_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p40_copperplate,,,,,,0.1,0.1,,,copperplate,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2D_network_abstraction_revised_0081_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p25_copperplate,,,,,,0.1,0.1,,,copperplate,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2D_network_abstraction_revised_0082_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p14_copperplate,,,,,,0.1,0.1,,,copperplate,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2D_network_abstraction_revised_0083_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p40_spatial_transfer_proxy,,,,,,,,,,spatial_transfer_proxy,True,3.0,30.0,highs-ipm,scipy-linprog-highs-ipm,300.0
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2D_network_abstraction_revised_0084_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25_spatial_transfer_proxy,,,,,,,,,,spatial_transfer_proxy,True,3.0,30.0,highs-ipm,scipy-linprog-highs-ipm,300.0
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2D_network_abstraction_revised_0085_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14_spatial_transfer_proxy,,,,,,,,,,spatial_transfer_proxy,True,3.0,30.0,highs-ipm,scipy-linprog-highs-ipm,300.0
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2D_network_abstraction_revised_0086_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p40_spatial_transfer_proxy,,,,,,0.1,0.1,,,spatial_transfer_proxy,True,3.0,30.0,highs-ipm,scipy-linprog-highs-ipm,300.0
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2D_network_abstraction_revised_0087_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p25_spatial_transfer_proxy,,,,,,0.1,0.1,,,spatial_transfer_proxy,True,3.0,30.0,highs-ipm,scipy-linprog-highs-ipm,300.0
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_DR10_EV_medium_thermal10,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2D_network_abstraction_revised,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2D_network_abstraction_revised_0088_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p14_spatial_transfer_proxy,,,,,,0.1,0.1,,,spatial_transfer_proxy,True,3.0,30.0,highs-ipm,scipy-linprog-highs-ipm,300.0
xinwu_k70,k70,repday_opt,,False,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2E_spatial_resolution_revised,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2E_spatial_resolution_revised_0089_k70_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p40,,,,,,,,,,,,,,,,
xinwu_k70,k70,repday_opt,,False,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2E_spatial_resolution_revised,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2E_spatial_resolution_revised_0090_k70_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25,,,,,,,,,,,,,,,,
xinwu_k70,k70,repday_opt,,False,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2E_spatial_resolution_revised,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2E_spatial_resolution_revised_0091_k70_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,,,,,,,,,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2E_spatial_resolution_revised,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2E_spatial_resolution_revised_0092_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p40,,,,,,,,,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2E_spatial_resolution_revised,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2E_spatial_resolution_revised_0093_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25,,,,,,,,,,,,,,,,
xinwu_k100,k100,repday_opt,workflow/03_formulation/outputs/weights_k100_typical.csv,True,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2E_spatial_resolution_revised,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2E_spatial_resolution_revised_0094_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,,,,,,,,,,,,,,,,
xinwu_k150,k150,repday_opt,,False,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2E_spatial_resolution_revised,4827227.355775566,0.4,1930890.9423102264,0.4,r2_R2E_spatial_resolution_revised_0095_k150_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p40,,,,,,,,,,,,,,,,
xinwu_k150,k150,repday_opt,,False,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2E_spatial_resolution_revised,4827227.355775566,0.25,1206806.8389438915,0.25,r2_R2E_spatial_resolution_revised_0096_k150_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25,,,,,,,,,,,,,,,,
xinwu_k150,k150,repday_opt,,False,8,baseline,base_with_storage_degradation,liion_4h_with_degradation,throughput_plus_calendar,12.0,0.05,0.05,100000.0,True,R2E_spatial_resolution_revised,4827227.355775566,0.14,675811.8298085793,0.14,r2_R2E_spatial_resolution_revised_0097_k150_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,,,,,,,,,,,,,,,,
