experiment_id,run_id,r2_family,dataset_id,spatial_resolution,temporal_mode,technology_set,storage_model,storage_model_label,flex_case,network_mode,grid_carbon_scenario,fixed_baseline_reference_ton,fixed_baseline_cap_ratio,co2_cap_ton_config,bess_calendar_ageing_cost_yuan_per_kwh_year,dr_ramp_fraction_per_h,thermal_ramp_fraction_per_h,solver_status,is_valid_result,invalid_reason,runtime_seconds,git_commit,pv_mw,wind_mw,bess_power_mw,bess_energy_mwh,ldes_power_mw,ldes_energy_mwh,grid_expansion_mw,total_grid_interface_mw,E_ref_grid_only_ton,E_lc_unconstrained_ton,E_min_techset_ton,co2_cap_ratio,co2_cap_ton,actual_emissions_ton,reduction_vs_grid_only,reduction_vs_unconstrained_lc,cap_violation_ton,cap_violation_ratio,pv_cost,wind_cost,bess_power_cost,bess_energy_cost,bess_degradation_cost,bess_replacement_proxy_cost,ldes_power_cost,ldes_energy_cost,grid_purchase_cost,grid_expansion_cost,demand_response_cost,ev_flexibility_cost,thermal_flexibility_cost,load_shedding_penalty,total_system_cost,pv_curtailment_mwh,wind_curtailment_mwh,pv_generation_mwh,wind_generation_mwh,bess_charge_mwh,bess_discharge_mwh,bess_throughput_mwh,bess_equivalent_full_cycles,bess_cycling_degradation_cost_yuan,bess_calendar_ageing_cost_yuan,bess_average_duration_h,bess_max_duration_h,ldes_charge_mwh,ldes_discharge_mwh,ldes_equivalent_full_cycles,grid_import_mwh,peak_grid_import_mw,DR_shifted_mwh,DR_peak_reduction_mw,thermal_shifted_mwh,thermal_peak_reduction_mw,EV_charge_mwh,EV_discharge_mwh,co2_cap_mt,actual_emissions_mt,total_system_cost_billion_cny,fixed_cap_ratio_check,source_panel,objective_name,metric,low_mt,high_mt,value_mt,color
E1_reference_floor,r0006_k100_repday_opt_base_corrected_2050,,,,,base_corrected,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,472291.07127686095,135296.37016095125,,,472291.07127686095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0007_k100_repday_opt_base_with_storage_degradation_baseline,,,,,base_with_storage_degradation,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2352796.68674423,674001.4173518054,,,2352796.68674423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0008_k100_repday_opt_base_with_storage_degradation_2030,,,,,base_with_storage_degradation,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,1889164.285107444,541185.480643805,,,1889164.285107444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0009_k100_repday_opt_base_with_storage_degradation_2050,,,,,base_with_storage_degradation,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,472291.07127686095,135296.37016095125,,,472291.07127686095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0010_k100_repday_opt_base_with_DR10_baseline,,,,,base_with_DR10,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2365151.3594199507,673199.4816177452,,,2365151.3594199507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0011_k100_repday_opt_base_with_DR10_2030,,,,,base_with_DR10,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,1899084.3969915968,540541.5710547303,,,1899084.3969915968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0012_k100_repday_opt_base_with_DR10_2050,,,,,base_with_DR10,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,474771.0992478992,135135.39276368258,,,474771.0992478992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0013_k100_repday_opt_base_with_EV_medium_baseline,,,,,base_with_EV_medium,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2507574.465292554,752920.4020423212,,,2507574.465292554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0014_k100_repday_opt_base_with_EV_medium_2030,,,,,base_with_EV_medium,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,2013442.193610616,604553.0160259521,,,2013442.193610616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0015_k100_repday_opt_base_with_EV_medium_2050,,,,,base_with_EV_medium,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,503360.548402654,151138.25400648802,,,503360.548402654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0016_k100_repday_opt_base_with_thermal10_baseline,,,,,base_with_thermal10,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2365417.905458314,673199.4816177452,,,2365417.905458314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0017_k100_repday_opt_base_with_thermal10_2030,,,,,base_with_thermal10,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,1899298.418568068,540541.5710547303,,,1899298.418568068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0018_k100_repday_opt_base_with_thermal10_2050,,,,,base_with_thermal10,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,474824.6046420169,135135.39276368258,,,474824.6046420169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0019_k100_repday_opt_base_with_DR10_EV_medium_thermal10_baseline,,,,,base_with_DR10_EV_medium_thermal10,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2519942.5105825807,751441.1405983542,,,2519942.5105825807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0020_k100_repday_opt_base_with_DR10_EV_medium_thermal10_2030,,,,,base_with_DR10_EV_medium_thermal10,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,2023373.0429569075,603365.2517350451,,,2023373.0429569075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0021_k100_repday_opt_base_with_DR10_EV_medium_thermal10_2050,,,,,base_with_DR10_EV_medium_thermal10,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,505843.2607392268,150841.31293376128,,,505843.2607392268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0022_k100_repday_opt_base_with_DR10_EV_medium_thermal10_LDES_baseline,,,,,base_with_DR10_EV_medium_thermal10_LDES,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2288510.786571215,751441.1405983542,,,2288510.786571215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0023_k100_repday_opt_base_with_DR10_EV_medium_thermal10_LDES_2030,,,,,base_with_DR10_EV_medium_thermal10_LDES,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,1837546.2990200447,603365.2517350451,,,1837546.2990200447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0024_k100_repday_opt_base_with_DR10_EV_medium_thermal10_LDES_2050,,,,,base_with_DR10_EV_medium_thermal10_LDES,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,459386.57475501136,150841.31293376128,,,459386.57475501136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_cost,,,,,
E1_reference_floor,r0025_k100_repday_opt_grid_only_reference_baseline,,,,,grid_only_reference,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,4827227.355775566,4827227.355775566,,,4827227.355775566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0026_k100_repday_opt_grid_only_reference_2030,,,,,grid_only_reference,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,3875993.8621148737,3875993.8621148737,,,3875993.8621148737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0027_k100_repday_opt_grid_only_reference_2050,,,,,grid_only_reference,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,968998.4655287184,968998.4655287184,,,968998.4655287184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0028_k100_repday_opt_base_corrected_baseline,,,,,base_corrected,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2352796.68674423,674001.4173518054,,,674001.4173518054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0029_k100_repday_opt_base_corrected_2030,,,,,base_corrected,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,1889164.285107444,541185.480643805,,,541185.480643805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0030_k100_repday_opt_base_corrected_2050,,,,,base_corrected,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,472291.07127686095,135296.37016095125,,,135296.37016095125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0031_k100_repday_opt_base_with_storage_degradation_baseline,,,,,base_with_storage_degradation,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2352796.68674423,674001.4173518054,,,674001.4173518054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0032_k100_repday_opt_base_with_storage_degradation_2030,,,,,base_with_storage_degradation,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,1889164.285107444,541185.480643805,,,541185.480643805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0033_k100_repday_opt_base_with_storage_degradation_2050,,,,,base_with_storage_degradation,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,472291.07127686095,135296.37016095125,,,135296.37016095125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0034_k100_repday_opt_base_with_DR10_baseline,,,,,base_with_DR10,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2365151.3594199507,673199.4816177452,,,673199.4816177452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0035_k100_repday_opt_base_with_DR10_2030,,,,,base_with_DR10,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,1899084.3969915968,540541.5710547303,,,540541.5710547303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0036_k100_repday_opt_base_with_DR10_2050,,,,,base_with_DR10,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,474771.0992478992,135135.39276368258,,,135135.39276368258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0037_k100_repday_opt_base_with_EV_medium_baseline,,,,,base_with_EV_medium,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2507574.465292554,752920.4020423212,,,752920.4020423212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0038_k100_repday_opt_base_with_EV_medium_2030,,,,,base_with_EV_medium,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,2013442.193610616,604553.0160259521,,,604553.0160259521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0039_k100_repday_opt_base_with_EV_medium_2050,,,,,base_with_EV_medium,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,503360.548402654,151138.25400648802,,,151138.25400648802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0040_k100_repday_opt_base_with_thermal10_baseline,,,,,base_with_thermal10,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2365417.905458314,673199.4816177452,,,673199.4816177452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0041_k100_repday_opt_base_with_thermal10_2030,,,,,base_with_thermal10,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,1899298.418568068,540541.5710547303,,,540541.5710547303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0042_k100_repday_opt_base_with_thermal10_2050,,,,,base_with_thermal10,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,474824.6046420169,135135.39276368258,,,135135.39276368258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0043_k100_repday_opt_base_with_DR10_EV_medium_thermal10_baseline,,,,,base_with_DR10_EV_medium_thermal10,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2519942.5105825807,751441.1405983542,,,751441.1405983542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0044_k100_repday_opt_base_with_DR10_EV_medium_thermal10_2030,,,,,base_with_DR10_EV_medium_thermal10,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,2023373.0429569075,603365.2517350451,,,603365.2517350451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0045_k100_repday_opt_base_with_DR10_EV_medium_thermal10_2050,,,,,base_with_DR10_EV_medium_thermal10,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,505843.2607392268,150841.31293376128,,,150841.31293376128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0046_k100_repday_opt_base_with_DR10_EV_medium_thermal10_LDES_baseline,,,,,base_with_DR10_EV_medium_thermal10_LDES,,,,,baseline,,,,,,,optimal,True,,,,,,,,,,,,4827227.355775566,2288510.786571215,751441.1405983542,,,751441.1405983542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0047_k100_repday_opt_base_with_DR10_EV_medium_thermal10_LDES_2030,,,,,base_with_DR10_EV_medium_thermal10_LDES,,,,,2030,,,,,,,optimal,True,,,,,,,,,,,,3875993.8621148737,1837546.2990200447,603365.2517350451,,,603365.2517350451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
E1_reference_floor,r0048_k100_repday_opt_base_with_DR10_EV_medium_thermal10_LDES_2050,,,,,base_with_DR10_EV_medium_thermal10_LDES,,,,,2050,,,,,,,optimal,True,,,,,,,,,,,,968998.4655287184,459386.57475501136,150841.31293376128,,,150841.31293376128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1_reference,min_emissions,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference_inset,,Grid-only,0.0,3.8759938621148735,3.8759938621148735,#7B8087
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference_inset,,Least-cost,0.0,3.8759938621148735,2.4115649555168153,#22577A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference_inset,,Minimum,0.0,3.8759938621148735,0.6068705263362378,#4B8F67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reference_inset,,Residual,0.0,3.8759938621148735,0.6758118298085811,#A94442
