run_id,fixed_baseline_cap_ratio,co2_cap_ton,actual_emissions_mt,total_system_cost_billion_cny,pv_mw,wind_mw,bess_power_mw,bess_energy_mwh,grid_expansion_mw,node_metrics_has_required_fields,is_valid_result,invalid_reason
r3c_source_capfix0p25,0.25,1206806.8389438917,1.2068068389438946,6.595777846292342,4772.042311790851,512.293663525492,2922.244226186648,11688.97690474659,0.0,True,True,
r3c_source_capfix0p14,0.14,675811.8298085793,0.6758118298085811,10.722882634181012,5126.223180569199,856.7612389004349,7817.268834873625,31269.0753394945,0.0,True,True,
