experiment_id,run_id,r2_family,dataset_id,spatial_resolution,temporal_mode,technology_set,storage_model,storage_model_label,flex_case,network_mode,grid_carbon_scenario,fixed_baseline_reference_ton,fixed_baseline_cap_ratio,co2_cap_ton_config,bess_calendar_ageing_cost_yuan_per_kwh_year,dr_ramp_fraction_per_h,thermal_ramp_fraction_per_h,solver_status,is_valid_result,invalid_reason,runtime_seconds,git_commit,pv_mw,wind_mw,bess_power_mw,bess_energy_mwh,ldes_power_mw,ldes_energy_mwh,grid_expansion_mw,total_grid_interface_mw,E_ref_grid_only_ton,E_lc_unconstrained_ton,E_min_techset_ton,co2_cap_ratio,co2_cap_ton,actual_emissions_ton,reduction_vs_grid_only,reduction_vs_unconstrained_lc,cap_violation_ton,cap_violation_ratio,pv_cost,wind_cost,bess_power_cost,bess_energy_cost,bess_degradation_cost,bess_replacement_proxy_cost,ldes_power_cost,ldes_energy_cost,grid_purchase_cost,grid_expansion_cost,demand_response_cost,ev_flexibility_cost,thermal_flexibility_cost,load_shedding_penalty,total_system_cost,pv_curtailment_mwh,wind_curtailment_mwh,pv_generation_mwh,wind_generation_mwh,bess_charge_mwh,bess_discharge_mwh,bess_throughput_mwh,bess_equivalent_full_cycles,bess_cycling_degradation_cost_yuan,bess_calendar_ageing_cost_yuan,bess_average_duration_h,bess_max_duration_h,ldes_charge_mwh,ldes_discharge_mwh,ldes_equivalent_full_cycles,grid_import_mwh,peak_grid_import_mw,DR_shifted_mwh,DR_peak_reduction_mw,thermal_shifted_mwh,thermal_peak_reduction_mw,EV_charge_mwh,EV_discharge_mwh,co2_cap_mt,actual_emissions_mt,total_system_cost_billion_cny,fixed_cap_ratio_check,storage_short,source_panel,component,value,group,unit,source_column
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0033_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p25,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.25,1206806.8389438917,12.0,0.05,0.05,optimal,True,,24.90754439999,873f2d9,4772.042311790851,512.293663525492,2922.244226186648,11688.97690474659,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.25,1206806.8389438917,1206806.8389438947,0.7499999999999993,0.4995752296934221,3.259629011154175e-09,2.7010362437179777e-15,2224409219.49187,528823936.4667945,284901046.4636505,1953607175.7507465,397912571.1836051,0.0,0.0,0.0,1206123896.9356756,0.0,0.0,0.0,0.0,0.0,6595777846.292342,887210.3376036449,186121.11160005664,4799562.343750234,1186093.506736658,2541156.2037326624,2611740.7628002563,5152896.966532919,279.2952693896264,257644848.326646,140267722.85695907,4.0,4.0,0.0,0.0,0.0,2018746.8031848352,2136.097314570276,0.0,0.0,0.0,0.0,0.0,0.0,1.2068068389438915,1.2068068389438946,6.595777846292342,0.25,Li-ion 4 h,storage_lifecycle,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0048_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p25,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation_plus_LDES,liion_8h_LDES_calendar_mid,,node_interface,baseline,4827227.355775566,0.25,1206806.8389438917,12.0,0.05,0.05,optimal,True,,146.43923650000943,873f2d9,4206.539698690254,689.3210377865211,0.0,0.0,2204.552242165693,25201.72910596588,0.0,3851.261635805,4827227.355775566,2199131.926832569,674001.4173518054,0.25,1206806.8389438917,1206806.83894389,0.7500000000000002,0.4512349058193767,0.0,0.0,1960809455.6927004,711563485.2538145,0.0,0.0,1.177678139289882e-10,0.0,275927819.2514118,473147654.6962694,1152686276.7509837,0.0,0.0,0.0,0.0,0.0,4574134691.64518,198813.69096619848,37733.447564589536,4814057.838365442,1808661.4468564128,2.307010950838648e-12,4.8345327741117225e-14,2.3553562785797643e-12,0.0,1.177678139289882e-10,0.0,0.0,0.0,3609303.540651485,3042824.664984124,120.73872598939292,2018746.803184828,2380.813482214658,0.0,0.0,0.0,0.0,0.0,0.0,1.2068068389438915,1.20680683894389,4.57413469164518,0.25,Li-ion 8 h + LDES,storage_lifecycle,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0019_k100_repday_opt_base_with_storage_degradation_legacy_no_degradation_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,legacy_no_degradation,legacy_no_degradation,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,0.0,0.05,0.05,optimal,True,,32.32757940000738,873f2d9,5126.507041934352,856.4955082351825,7044.362493191023,28177.44997276409,0.0,0.0,0.0,3851.261635805,4827227.355775566,2338381.3410992813,674001.4173518054,0.15,724084.1033663348,724084.1033663367,0.8499999999999996,0.6903481520999726,1.862645149230957e-09,2.572415470207598e-15,2389637137.0582595,884132204.7867155,686782517.3525474,4709365833.2746105,0.0,0.0,0.0,0.0,751198955.8829261,0.0,0.0,0.0,0.0,0.0,9421116648.35506,857879.9315400831,675756.7844414886,5251303.158645034,1618426.6900366575,3280449.886933918,3274459.1690806467,6554909.056014565,145.26062384307713,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1211248.0819109012,1716.857965685078,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663367,9.42111664835506,0.15,Legacy,storage_lifecycle,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0049_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation_plus_LDES,liion_8h_LDES_calendar_mid,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,12.0,0.05,0.05,optimal,True,,67.37295129999984,873f2d9,4803.958700154836,785.5431979220872,1645.5332376668723,9673.113914586733,1817.63185624202,27484.35278131744,0.0,3851.261635805,4827227.355775566,2199131.926832569,674001.4173518054,0.15,724084.1033663348,724084.1033663354,0.8499999999999999,0.6707409434916254,5.820766091346741e-10,8.038798344398743e-16,2239286520.213684,810890463.3547183,160429486.76257122,1616691085.0612824,283286367.61170113,0.0,227499800.05103508,516002572.8650032,798133928.8537953,0.0,0.0,0.0,0.0,0.0,6652220224.77379,72037.77496772645,24207.70898551951,5652769.197278196,2079925.0107236337,1558972.964196334,1785207.048536872,3344180.0127332057,230.6918775458696,167209000.6366603,116077366.9750408,5.878406885479753,8.0,2583059.356016847,1487870.1945028992,54.135173068884605,1211248.081910899,1359.8243106401246,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663354,6.652220224773791,0.15,Li-ion 8 h + LDES,storage_lifecycle,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0034_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,12.0,0.05,0.05,optimal,True,,31.70991599999252,873f2d9,5126.384889924386,856.6098581920811,7007.022322965783,28028.089291863133,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.15,724084.1033663348,724084.1033663363,0.8499999999999996,0.6997451378160535,1.5133991837501522e-09,2.090087569543673e-15,2389580197.9031987,884250244.4944991,683142077.7626697,4684402818.94402,654135154.2962382,0.0,0.0,0.0,787447827.637323,0.0,0.0,0.0,0.0,0.0,10082958321.037949,921577.5832935072,689422.3393297273,5187459.940136776,1605067.4295526529,3142374.9473693105,3213586.708508301,6355961.6558776125,143.3199153822288,317798082.79388064,336337071.5023576,4.0,4.0,0.0,0.0,0.0,1211248.0819109003,1552.9649630944866,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663363,10.082958321037948,0.15,Li-ion 4 h,storage_lifecycle,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0044_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation,liion_8h_calendar_mid,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,12.0,0.05,0.05,optimal,True,,32.91506179998396,873f2d9,5129.693207239588,833.7721465017884,3656.628397826296,28319.46075808948,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411623.880647965,674001.4173518054,0.15,724084.1033663348,724084.1033663368,0.8499999999999996,0.6997524741827541,1.979060471057892e-09,2.733191437095573e-15,2391122315.7337046,860675624.2018291,356499038.5587552,4733100441.658773,664483322.2760884,0.0,0.0,0.0,751291537.938242,0.0,0.0,0.0,0.0,0.0,9757172280.367392,915660.1752428384,634740.945427835,5197319.821304848,1598576.406026783,3212576.480041752,3280419.3835385395,6492995.863580292,144.79527927634908,324649793.1790146,339833529.09707373,7.74469201599051,8.0,0.0,0.0,0.0,1211248.081910901,1715.0902806831002,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663368,9.757172280367392,0.15,Li-ion 8 h,storage_lifecycle,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0035_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,12.0,0.05,0.05,optimal,True,,29.339145200006897,873f2d9,5126.223180569199,856.7612389004349,7817.268834873625,31269.0753394945,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.14,675811.8298085793,675811.8298085812,0.8599999999999997,0.7197621286283165,1.862645149230957e-09,2.756159432365283e-15,2389504819.740757,884406509.8317392,762136186.8338677,5226076709.717951,707664593.1833723,0.0,0.0,0.0,753093814.8733249,0.0,0.0,0.0,0.0,0.0,10722882634.181011,759490.914618606,639606.194711231,5349353.902149979,1655289.058048322,3354433.869715627,3294279.912473139,6648713.782188766,131.69081099722706,332435689.1094383,375228904.073934,4.0,4.0,0.0,0.0,0.0,1130498.2097835082,1411.0084193446844,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085811,10.722882634181012,0.14,Li-ion 4 h,storage_lifecycle,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0020_k100_repday_opt_base_with_storage_degradation_legacy_no_degradation_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,legacy_no_degradation,legacy_no_degradation,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,0.0,0.05,0.05,optimal,True,,25.30484520000755,873f2d9,5126.507041934352,856.4955082351825,7843.360734037503,31373.44293615001,0.0,0.0,0.0,3851.261635805,4827227.355775566,2338381.3410992813,674001.4173518054,0.14,675811.8298085793,675811.8298085808,0.8599999999999997,0.7109916086266412,1.5133991837501522e-09,2.2393795387967925e-15,2389637137.0582595,884132204.7867155,764679988.378379,5243519920.308885,0.0,0.0,0.0,0.0,728804729.2198893,0.0,0.0,0.0,0.0,0.0,10010773979.752129,714208.0630705182,616457.8590578232,5394975.027114598,1677725.6154203229,3463399.738403405,3335188.0988242966,6798587.837227701,132.8826145098236,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1130498.2097835073,1475.5475790246185,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085808,10.010773979752129,0.14,Legacy,storage_lifecycle,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0045_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation,liion_8h_calendar_mid,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,12.0,0.05,0.05,optimal,True,,33.02803950000089,873f2d9,5129.693207239588,833.7721465017884,4051.804392250316,31432.66823819981,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411623.880647965,674001.4173518054,0.14,675811.8298085793,675811.8298085807,0.8599999999999997,0.7197689759039039,1.3969838619232178e-09,2.067119574273962e-15,2391122315.7337046,860675624.2018291,395026295.56890434,5253418389.269287,710711106.1360587,0.0,0.0,0.0,746432289.8372993,0.0,0.0,0.0,0.0,0.0,10357386020.747084,762799.0240133557,576536.3616924154,5350180.972534331,1656780.9897622026,3366427.352446969,3303954.393106249,6670381.745553219,131.39014989391617,333519087.27766097,377192018.8583977,7.757696373082449,8.0,0.0,0.0,0.0,1130498.2097835073,1272.44584074173,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085807,10.357386020747084,0.14,Li-ion 8 h,storage_lifecycle,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0050_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation_plus_LDES,liion_8h_LDES_calendar_mid,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,12.0,0.05,0.05,optimal,True,,104.6773921000131,873f2d9,4803.958700154836,785.5431979220872,2512.1771600778125,18393.6145884338,1113.3178212020678,19479.903462029502,0.0,3851.261635805,4827227.355775566,2199131.926832569,674001.4173518054,0.14,675811.8298085793,675811.8298085806,0.8599999999999997,0.69269154725885,1.280568540096283e-09,1.894859609751132e-15,2239286520.213684,810890463.3547183,244922000.49351263,3074169599.3398747,447762634.564865,0.0,139345919.1678031,365723740.54235554,757550075.1791642,0.0,0.0,0.0,0.0,0.0,8079650952.855976,72037.77496772641,24207.70898551951,5652769.197278196,2079925.0107236328,2212757.1771928184,2328028.0128803705,4540785.190073188,158.20898073673573,227039259.50365943,220723375.0612056,7.32178242869785,8.0,1899669.0157780405,996192.9750444712,51.13952320073168,1130498.209783507,1379.1289382420382,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085806,8.079650952855976,0.14,Li-ion 8 h + LDES,storage_lifecycle,,,,,
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,Total cost reduction,2.643231681325036,cost,billion CNY,total_cost_reduction_billion_cny
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,PV cost delta,-0.1502182995270729,cost,billion CNY,pv_cost_delta_billion_cny
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,Wind cost delta,-0.0735160464770208,cost,billion CNY,wind_cost_delta_billion_cny
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,BESS power cost delta,-0.517214186340355,cost,billion CNY,bess_power_cost_delta_billion_cny
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,BESS energy cost delta,-2.151907110378076,cost,billion CNY,bess_energy_cost_delta_billion_cny
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,Degradation cost delta,-0.2599019586185073,cost,billion CNY,bess_degradation_cost_delta_billion_cny
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,LDES power cost delta,0.1393459191678031,cost,billion CNY,ldes_power_cost_delta_billion_cny
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,LDES energy cost delta,0.3657237405423555,cost,billion CNY,ldes_energy_cost_delta_billion_cny
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,Grid purchase cost delta,0.0044562603058393,cost,billion CNY,grid_purchase_cost_delta_billion_cny
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,BESS energy delta,-12.875460751060698,physical,GWh,bess_energy_delta_mwh
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,LDES energy delta,19.4799034620295,physical,GWh,ldes_energy_delta_mwh
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,Curtailment delta,-1302.851625376591,physical,GWh,curtailment_delta_mwh
,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ldes_mechanism,Peak import delta,-0.0318794811026462,physical,GW,peak_grid_import_delta_mw
