experiment_id,run_id,r2_family,dataset_id,spatial_resolution,temporal_mode,technology_set,storage_model,storage_model_label,flex_case,network_mode,grid_carbon_scenario,fixed_baseline_reference_ton,fixed_baseline_cap_ratio,co2_cap_ton_config,bess_calendar_ageing_cost_yuan_per_kwh_year,dr_ramp_fraction_per_h,thermal_ramp_fraction_per_h,solver_status,is_valid_result,invalid_reason,runtime_seconds,git_commit,pv_mw,wind_mw,bess_power_mw,bess_energy_mwh,ldes_power_mw,ldes_energy_mwh,grid_expansion_mw,total_grid_interface_mw,E_ref_grid_only_ton,E_lc_unconstrained_ton,E_min_techset_ton,co2_cap_ratio,co2_cap_ton,actual_emissions_ton,reduction_vs_grid_only,reduction_vs_unconstrained_lc,cap_violation_ton,cap_violation_ratio,pv_cost,wind_cost,bess_power_cost,bess_energy_cost,bess_degradation_cost,bess_replacement_proxy_cost,ldes_power_cost,ldes_energy_cost,grid_purchase_cost,grid_expansion_cost,demand_response_cost,ev_flexibility_cost,thermal_flexibility_cost,load_shedding_penalty,total_system_cost,pv_curtailment_mwh,wind_curtailment_mwh,pv_generation_mwh,wind_generation_mwh,bess_charge_mwh,bess_discharge_mwh,bess_throughput_mwh,bess_equivalent_full_cycles,bess_cycling_degradation_cost_yuan,bess_calendar_ageing_cost_yuan,bess_average_duration_h,bess_max_duration_h,ldes_charge_mwh,ldes_discharge_mwh,ldes_equivalent_full_cycles,grid_import_mwh,peak_grid_import_mw,DR_shifted_mwh,DR_peak_reduction_mw,thermal_shifted_mwh,thermal_peak_reduction_mw,EV_charge_mwh,EV_discharge_mwh,co2_cap_mt,actual_emissions_mt,total_system_cost_billion_cny,fixed_cap_ratio_check,storage_short
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0031_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix1p00,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,1.0,4827227.355775566,12.0,0.05,0.05,optimal,True,,4.040097799996147,873f2d9,2740.974706371748,493.66250150522615,811.9421153082155,2938.0663629606547,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,1.0,4827227.355775566,2411564.955516815,0.5004244097532544,0.0,0.0,0.0,1277660382.8894465,509591599.34846246,79159420.09442632,491046186.18769264,174739828.9203869,0.0,0.0,0.0,2679802671.0662584,0.0,0.0,0.0,0.0,0.0,5212000088.506674,556178.224422632,111687.24117212604,2710201.045091268,1210622.4989647116,1334781.7428265042,1454878.9084706767,2789660.651297181,618.9780661576907,139483032.56485906,35256796.355527855,3.618566283934362,4.0,0.0,0.0,0.0,4034066.503039168,2067.2372649295708,0.0,0.0,0.0,0.0,0.0,0.0,4.827227355775566,2.4115649555168157,5.212000088506674,1.0,liion 4h calendar mid
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0032_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p40,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.4,1930890.9423102264,12.0,0.05,0.05,optimal,True,,40.63931830000365,873f2d9,3467.4239660176904,522.2802722305886,1264.697682168321,5014.923457903852,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.4,1930890.9423102264,1930890.942310226,0.6000000000000001,0.1993203675094779,0.0,0.0,1616282785.0120828,539132784.8937669,123300335.36591004,838156370.1459045,254925781.58647788,0.0,0.0,0.0,1999129126.3625104,0.0,0.0,0.0,0.0,0.0,5370927183.3666525,689810.1404191359,126582.87758260289,3442268.0341394586,1272381.574742758,1882295.6415356284,2012638.3602970045,3894934.001832633,501.66228288214273,194746700.09163165,60179081.49484623,3.96531402612028,4.0,0.0,0.0,0.0,3229994.885095728,2013.4517532876528,0.0,0.0,0.0,0.0,0.0,0.0,1.9308909423102265,1.9308909423102256,5.3709271833666525,0.4,liion 4h calendar mid
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0033_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p25,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.25,1206806.8389438917,12.0,0.05,0.05,optimal,True,,24.90754439999,873f2d9,4772.042311790851,512.293663525492,2922.244226186648,11688.97690474659,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.25,1206806.8389438917,1206806.8389438947,0.7499999999999993,0.4995752296934221,3.259629011154175e-09,2.7010362437179777e-15,2224409219.49187,528823936.4667945,284901046.4636505,1953607175.7507465,397912571.1836051,0.0,0.0,0.0,1206123896.9356756,0.0,0.0,0.0,0.0,0.0,6595777846.292342,887210.3376036449,186121.11160005664,4799562.343750234,1186093.506736658,2541156.2037326624,2611740.7628002563,5152896.966532919,279.2952693896264,257644848.326646,140267722.85695907,4.0,4.0,0.0,0.0,0.0,2018746.8031848352,2136.097314570276,0.0,0.0,0.0,0.0,0.0,0.0,1.2068068389438915,1.2068068389438946,6.595777846292342,0.25,liion 4h calendar mid
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0034_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,12.0,0.05,0.05,optimal,True,,31.70991599999252,873f2d9,5126.384889924386,856.6098581920811,7007.022322965783,28028.089291863133,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.15,724084.1033663348,724084.1033663363,0.8499999999999996,0.6997451378160535,1.5133991837501522e-09,2.090087569543673e-15,2389580197.9031987,884250244.4944991,683142077.7626697,4684402818.94402,654135154.2962382,0.0,0.0,0.0,787447827.637323,0.0,0.0,0.0,0.0,0.0,10082958321.037949,921577.5832935072,689422.3393297273,5187459.940136776,1605067.4295526529,3142374.9473693105,3213586.708508301,6355961.6558776125,143.3199153822288,317798082.79388064,336337071.5023576,4.0,4.0,0.0,0.0,0.0,1211248.0819109003,1552.9649630944866,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663363,10.082958321037948,0.15,liion 4h calendar mid
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0035_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,12.0,0.05,0.05,optimal,True,,29.339145200006897,873f2d9,5126.223180569199,856.7612389004349,7817.268834873625,31269.0753394945,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.14,675811.8298085793,675811.8298085812,0.8599999999999997,0.7197621286283165,1.862645149230957e-09,2.756159432365283e-15,2389504819.740757,884406509.8317392,762136186.8338677,5226076709.717951,707664593.1833723,0.0,0.0,0.0,753093814.8733249,0.0,0.0,0.0,0.0,0.0,10722882634.181011,759490.914618606,639606.194711231,5349353.902149979,1655289.058048322,3354433.869715627,3294279.912473139,6648713.782188766,131.69081099722706,332435689.1094383,375228904.073934,4.0,4.0,0.0,0.0,0.0,1130498.2097835082,1411.0084193446844,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085811,10.722882634181012,0.14,liion 4h calendar mid
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0036_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix1p00,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,1.0,4827227.355775566,24.0,0.05,0.05,optimal,True,,4.164515899989056,873f2d9,2712.897375797952,496.71971166079015,779.4340571517913,2798.228502141633,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,1.0,4827227.355775566,2435000.193266177,0.4955696067737919,0.0,0.0,0.0,1264572595.9616654,512747457.0609036,75990082.0547539,467674743.9679085,201091375.3821821,0.0,0.0,0.0,2724413986.688136,0.0,0.0,0.0,0.0,0.0,5246490241.115549,559152.3407186313,116844.05883383592,2673767.586643609,1213654.6337837377,1282190.904661191,1396486.9219544684,2678677.826615659,623.8263426689703,133933891.33078296,67157484.05139919,3.5900772829544065,4.000000000000001,0.0,0.0,0.0,4073268.975018696,2038.9212183608524,0.0,0.0,0.0,0.0,0.0,0.0,4.827227355775566,2.435000193266177,5.246490241115549,1.0,liion 4h calendar high
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0037_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p40,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,0.4,1930890.9423102264,24.0,0.05,0.05,optimal,True,,38.44855159998406,873f2d9,3507.2551706861523,522.285536385883,1242.616209536749,4906.765886981937,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,0.4,1930890.9423102264,1930890.9423102268,0.5999999999999999,0.207026369997846,4.656612873077393e-10,2.4116395033196227e-16,1634849447.4804935,539138218.908519,121147526.02717702,820079731.9262652,310544551.5456967,0.0,0.0,0.0,2004723624.0309336,0.0,0.0,0.0,0.0,0.0,5430483099.919085,727087.4084193793,128237.84527055584,3452457.0272858017,1270740.7074651022,1866924.406134958,1988718.9990276457,3855643.405162604,506.6267284893,192782170.2581302,117762381.28756648,3.948738032969322,4.0,0.0,0.0,0.0,3229994.885095729,1989.139711120482,0.0,0.0,0.0,0.0,0.0,0.0,1.9308909423102265,1.930890942310227,5.430483099919084,0.4,liion 4h calendar high
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0038_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p25,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,0.25,1206806.8389438917,24.0,0.05,0.05,optimal,True,,33.390394899994135,873f2d9,4772.0438317701855,512.2930685078528,2922.243934798101,11688.975739192403,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,0.25,1206806.8389438917,1206806.8389438945,0.7499999999999994,0.5043914812486527,2.7939677238464355e-09,2.3151739231868377e-15,2224409928.005296,528823322.2496128,284901018.05503875,1953606980.948837,538180285.8411002,0.0,0.0,0.0,1206124028.1133916,0.0,0.0,0.0,0.0,0.0,6736045563.213276,887108.329611236,186223.74955459536,4799666.163079673,1185989.2749855125,2541156.195260175,2611741.1667494746,5152897.362009649,279.2953404369373,257644868.1004825,280535417.7406177,4.0,4.0,0.0,0.0,0.0,2018746.8031848343,2136.0955825183955,0.0,0.0,0.0,0.0,0.0,0.0,1.2068068389438915,1.2068068389438944,6.736045563213276,0.25,liion 4h calendar high
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0039_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,24.0,0.05,0.05,optimal,True,,30.326172800007043,873f2d9,5126.223180569199,856.7612389004349,6999.962436823075,27999.8497472923,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,0.15,724084.1033663348,724084.1033663376,0.8499999999999994,0.7026348887491912,2.7939677238464355e-09,3.858623205311397e-15,2389504819.740757,884406509.8317392,682453781.7838643,4679683075.0893545,989691676.1182896,0.0,0.0,0.0,793351892.5955553,0.0,0.0,0.0,0.0,0.0,10419091755.15956,923354.6556106876,689800.7201150361,5185490.161157895,1605094.5326445168,3140375.60331974,3213530.040345745,6353905.643665485,143.4619323562846,317695282.18327427,671996393.9350152,4.0,4.0,0.0,0.0,0.0,1211248.0819109024,1552.9649630944866,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663376,10.41909175515956,0.15,liion 4h calendar high
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0040_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,24.0,0.05,0.05,optimal,True,,28.13354370000889,873f2d9,5126.223180569199,856.7612389004349,7817.26883487363,31269.07533949452,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,0.14,675811.8298085793,675811.8298085809,0.8599999999999997,0.7224592294992456,1.629814505577087e-09,2.4116395033196225e-15,2389504819.740757,884406509.8317392,762136186.8338683,5226076709.717954,1082893497.2573068,0.0,0.0,0.0,753093814.8733246,0.0,0.0,0.0,0.0,0.0,11098111538.25495,759490.914618606,639606.1947112298,5349353.902149979,1655289.0580483233,3354433.869715628,3294279.91247314,6648713.782188768,131.690810997227,332435689.1094384,750457808.1478684,4.0,4.0,0.0,0.0,0.0,1130498.2097835075,1411.0084193446844,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085809,11.09811153825495,0.14,liion 4h calendar high
