experiment_id,run_id,r2_family,technology_set,grid_carbon_scenario,spatial_resolution,network_mode,fixed_baseline_cap_ratio,co2_cap_mt,actual_emissions_mt,total_system_cost_billion_cny,dual_MAC_CNY_per_tCO2,dual_shadow_price_raw,co2_cap_slack,co2_cap_is_binding,is_valid_result,invalid_reason,finite_difference_MAC_CNY_per_tCO2,source_panel,from_run_id,to_run_id,emissions_reduction_ton,cost_change_cny,source_valid_runs_only,source_valid_run_count,source_validity_scope,source_total_runs,source_invalid_or_failed_runs_excluded,co2_cap_ratio,constraint_family,solver_status,binding_count,max_shadow_price,base_run_id,relaxation_run_id,relaxation_family,relaxed_node_id,relaxation_percent,base_cost_billion_cny,relaxed_cost_billion_cny,cost_reduction_billion_cny,cost_reduction_pct,base_actual_emissions_mt,relaxed_actual_emissions_mt,base_bess_energy_mwh,relaxed_bess_energy_mwh,base_pv_mw,relaxed_pv_mw,base_wind_mw,relaxed_wind_mw
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0047_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p40,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.4,1.9308909423102265,1.930890942310228,4.278827816867857,232.2212717645776,-232.2212717645776,0.0,True,True,,108.78662876898927,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0048_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p25,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.25,1.2068068389438915,1.20680683894389,4.57413469164518,593.8380795792035,-593.8380795792035,0.0,True,True,,407.83504762003776,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0049_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663354,6.652220224773791,14234.479365286716,-14234.479365286716,0.0,True,True,,4304.925747162666,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0050_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085806,8.079650952855976,46085.803633736,-46085.803633736,0.0,True,True,,29570.40600903855,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0051_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_storage_degradation,baseline,k100,node_interface,0.4,1.9308909423102265,1.9308909423102256,5.3709271833666525,850.3233316789649,-850.3233316789649,0.0,True,True,,,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0052_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25,R2C_flexibility_ablation_ramped,base_with_storage_degradation,baseline,k100,node_interface,0.25,1.2068068389438915,1.2068068389438946,6.595777846292342,2773.3567110555005,-2773.3567110555005,0.0,True,True,,1691.5861807091887,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0053_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p15,R2C_flexibility_ablation_ramped,base_with_storage_degradation,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663363,10.082958321037948,12785.179159774192,-12785.179159774192,0.0,True,True,,7223.982252614091,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0054_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,R2C_flexibility_ablation_ramped,base_with_storage_degradation,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085811,10.722882634181012,13304.350744154934,-13304.350744154934,0.0,True,True,,13256.560463791451,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0055_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_DR10,baseline,k100,node_interface,0.4,1.9308909423102265,1.930890942310224,5.326101745358302,874.9198406398381,-874.9198406398381,0.0,True,True,,,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0056_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p25,R2C_flexibility_ablation_ramped,base_with_DR10,baseline,k100,node_interface,0.25,1.2068068389438915,1.2068068389438915,6.562556693374723,2799.486419222154,-2799.486419222154,0.0,True,True,,1707.6123371139204,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0057_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p15,R2C_flexibility_ablation_ramped,base_with_DR10,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663343,10.045913757638129,12785.179159774192,-12785.179159774192,0.0,True,True,,7216.061742142136,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0058_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p14,R2C_flexibility_ablation_ramped,base_with_DR10,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085781,10.68666938549897,13304.350744154934,-13304.350744154934,0.0,True,True,,13273.78183449757,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0059_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_thermal10,baseline,k100,node_interface,0.4,1.9308909423102265,1.930890942310223,5.324589860804153,876.553951840456,-876.553951840456,0.0,True,True,,,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0060_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p25,R2C_flexibility_ablation_ramped,base_with_thermal10,baseline,k100,node_interface,0.25,1.2068068389438915,1.2068068389438915,6.561675245674621,2799.7580379300043,-2799.7580379300043,0.0,True,True,,1708.4830051083147,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0061_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p15,R2C_flexibility_ablation_ramped,base_with_thermal10,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663346,10.045108380004171,12785.179159774192,-12785.179159774192,0.0,True,True,,7216.219327564448,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0062_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p14,R2C_flexibility_ablation_ramped,base_with_thermal10,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085781,10.685908460351916,13304.350744154934,-13304.350744154934,0.0,True,True,,13274.702704463349,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0063_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_DR10_thermal10,baseline,k100,node_interface,0.4,1.9308909423102265,1.9308909423102296,5.284449586731056,884.2628731469218,-884.2628731469218,0.0,True,True,,,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0064_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p25,R2C_flexibility_ablation_ramped,base_with_DR10_thermal10,baseline,k100,node_interface,0.25,1.2068068389438915,1.206806838943896,6.532374750773085,2801.839914361703,-2801.839914361703,0.0,True,True,,1723.4533367606198,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0065_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p15,R2C_flexibility_ablation_ramped,base_with_DR10_thermal10,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663362,10.012881510926652,13154.643496677376,-13154.643496677376,0.0,True,True,,7210.157101859459,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0066_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p14,R2C_flexibility_ablation_ramped,base_with_DR10_thermal10,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085791,10.654208538790629,13304.350744154934,-13304.350744154934,0.0,True,True,,13285.618857306104,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0067_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_DR10_EV_medium_thermal10,baseline,k100,node_interface,0.4,1.9308909423102265,1.9308909423102183,5.628352866191251,1047.5014121308443,-1047.5014121308443,0.0,True,True,,,dual_mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
