experiment_id,run_id,r2_family,dataset_id,spatial_resolution,temporal_mode,technology_set,storage_model,storage_model_label,flex_case,network_mode,grid_carbon_scenario,fixed_baseline_reference_ton,fixed_baseline_cap_ratio,co2_cap_ton_config,bess_calendar_ageing_cost_yuan_per_kwh_year,dr_ramp_fraction_per_h,thermal_ramp_fraction_per_h,solver_status,is_valid_result,invalid_reason,runtime_seconds,git_commit,pv_mw,wind_mw,bess_power_mw,bess_energy_mwh,ldes_power_mw,ldes_energy_mwh,grid_expansion_mw,total_grid_interface_mw,E_ref_grid_only_ton,E_lc_unconstrained_ton,E_min_techset_ton,co2_cap_ratio,co2_cap_ton,actual_emissions_ton,reduction_vs_grid_only,reduction_vs_unconstrained_lc,cap_violation_ton,cap_violation_ratio,pv_cost,wind_cost,bess_power_cost,bess_energy_cost,bess_degradation_cost,bess_replacement_proxy_cost,ldes_power_cost,ldes_energy_cost,grid_purchase_cost,grid_expansion_cost,demand_response_cost,ev_flexibility_cost,thermal_flexibility_cost,load_shedding_penalty,total_system_cost,pv_curtailment_mwh,wind_curtailment_mwh,pv_generation_mwh,wind_generation_mwh,bess_charge_mwh,bess_discharge_mwh,bess_throughput_mwh,bess_equivalent_full_cycles,bess_cycling_degradation_cost_yuan,bess_calendar_ageing_cost_yuan,bess_average_duration_h,bess_max_duration_h,ldes_charge_mwh,ldes_discharge_mwh,ldes_equivalent_full_cycles,grid_import_mwh,peak_grid_import_mw,DR_shifted_mwh,DR_peak_reduction_mw,thermal_shifted_mwh,thermal_peak_reduction_mw,EV_charge_mwh,EV_discharge_mwh,co2_cap_mt,actual_emissions_mt,total_system_cost_billion_cny,fixed_cap_ratio_check
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0036_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix1p00,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,1.0,4827227.355775566,24.0,0.05,0.05,optimal,True,,4.1645158999890555,873f2d9,2712.897375797952,496.71971166079015,779.4340571517913,2798.228502141633,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,1.0,4827227.355775566,2435000.193266177,0.4955696067737919,0.0,0.0,0.0,1264572595.9616654,512747457.0609036,75990082.0547539,467674743.9679085,201091375.38218212,0.0,0.0,0.0,2724413986.688136,0.0,0.0,0.0,0.0,0.0,5246490241.115549,559152.3407186313,116844.05883383592,2673767.586643609,1213654.6337837377,1282190.904661191,1396486.9219544684,2678677.826615659,623.8263426689703,133933891.33078296,67157484.05139919,3.5900772829544065,4.000000000000001,0.0,0.0,0.0,4073268.975018696,2038.9212183608524,0.0,0.0,0.0,0.0,0.0,0.0,4.827227355775566,2.435000193266177,5.246490241115549,1.0
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0037_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p40,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,0.4,1930890.9423102264,24.0,0.05,0.05,optimal,True,,38.44855159998406,873f2d9,3507.2551706861523,522.285536385883,1242.616209536749,4906.765886981937,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,0.4,1930890.9423102264,1930890.9423102268,0.5999999999999999,0.207026369997846,4.656612873077393e-10,2.4116395033196227e-16,1634849447.4804935,539138218.908519,121147526.02717702,820079731.9262652,310544551.5456967,0.0,0.0,0.0,2004723624.0309336,0.0,0.0,0.0,0.0,0.0,5430483099.919085,727087.4084193793,128237.84527055584,3452457.0272858017,1270740.7074651022,1866924.406134958,1988718.9990276457,3855643.405162604,506.6267284893,192782170.2581302,117762381.28756648,3.948738032969322,4.0,0.0,0.0,0.0,3229994.885095729,1989.139711120482,0.0,0.0,0.0,0.0,0.0,0.0,1.9308909423102263,1.930890942310227,5.430483099919084,0.4
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0038_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p25,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,0.25,1206806.8389438915,24.0,0.05,0.05,optimal,True,,33.390394899994135,873f2d9,4772.0438317701855,512.2930685078528,2922.243934798101,11688.975739192403,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,0.25,1206806.8389438917,1206806.8389438945,0.7499999999999994,0.5043914812486527,2.7939677238464355e-09,2.3151739231868377e-15,2224409928.0052958,528823322.2496128,284901018.05503875,1953606980.948837,538180285.8411002,0.0,0.0,0.0,1206124028.1133916,0.0,0.0,0.0,0.0,0.0,6736045563.213276,887108.329611236,186223.74955459536,4799666.163079673,1185989.2749855125,2541156.195260175,2611741.1667494746,5152897.362009649,279.2953404369373,257644868.1004825,280535417.7406177,4.0,4.0,0.0,0.0,0.0,2018746.8031848343,2136.0955825183955,0.0,0.0,0.0,0.0,0.0,0.0,1.2068068389438917,1.2068068389438944,6.736045563213276,0.25
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0039_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,24.0,0.05,0.05,optimal,True,,30.326172800007043,873f2d9,5126.223180569199,856.7612389004349,6999.962436823075,27999.8497472923,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,0.15,724084.1033663348,724084.1033663376,0.8499999999999994,0.7026348887491912,2.7939677238464355e-09,3.858623205311397e-15,2389504819.740757,884406509.8317392,682453781.7838643,4679683075.0893545,989691676.1182896,0.0,0.0,0.0,793351892.5955553,0.0,0.0,0.0,0.0,0.0,10419091755.15956,923354.6556106876,689800.7201150361,5185490.161157895,1605094.5326445168,3140375.60331974,3213530.040345745,6353905.643665485,143.4619323562846,317695282.18327427,671996393.9350152,4.0,4.0,0.0,0.0,0.0,1211248.0819109024,1552.9649630944866,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663376,10.41909175515956,0.15
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0040_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_high_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_high,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,24.0,0.05,0.05,optimal,True,,28.133543700008886,873f2d9,5126.223180569199,856.7612389004349,7817.26883487363,31269.07533949452,0.0,0.0,0.0,3851.261635805,4827227.355775566,2435000.193266177,674001.4173518054,0.14,675811.8298085793,675811.8298085809,0.8599999999999997,0.7224592294992456,1.6298145055770872e-09,2.4116395033196225e-15,2389504819.740757,884406509.8317392,762136186.8338683,5226076709.717954,1082893497.2573068,0.0,0.0,0.0,753093814.8733246,0.0,0.0,0.0,0.0,0.0,11098111538.25495,759490.914618606,639606.1947112298,5349353.902149979,1655289.0580483233,3354433.869715628,3294279.91247314,6648713.782188768,131.690810997227,332435689.1094384,750457808.1478684,4.0,4.0,0.0,0.0,0.0,1130498.2097835075,1411.0084193446844,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085809,11.09811153825495,0.14
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0041_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix1p00,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation,liion_8h_calendar_mid,,node_interface,baseline,4827227.355775566,1.0,4827227.355775566,12.0,0.05,0.05,optimal,True,,4.105999799998244,873f2d9,2740.609792705708,493.5968483992646,807.6066872613811,2940.263631811818,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411623.880647965,674001.4173518054,1.0,4827227.355775566,2411623.880647965,0.5004122029258549,0.0,0.0,0.0,1277490284.371868,509523827.801774,78736742.21680664,491413421.0817015,174701876.80160818,0.0,0.0,0.0,2680064899.514374,0.0,0.0,0.0,0.0,0.0,5211931051.788132,569958.578923783,97402.42919604038,2695985.8283379613,1224731.4544776902,1334134.7037439933,1454239.5606533345,2788374.264397328,618.2436945956857,139418713.21986637,35283163.58174182,3.640712339545308,4.210526315789474,0.0,0.0,0.0,4034165.073014328,2064.075829724921,0.0,0.0,0.0,0.0,0.0,0.0,4.827227355775566,2.411623880647965,5.211931051788132,1.0
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0042_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p40,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation,liion_8h_calendar_mid,,node_interface,baseline,4827227.355775566,0.4,1930890.9423102264,12.0,0.05,0.05,optimal,True,,42.65025180001976,873f2d9,3463.28047791433,521.4223772106038,1210.7402432383165,5031.54192076051,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411623.880647965,674001.4173518054,0.4,1930890.9423102264,1930890.9423102213,0.600000000000001,0.1993399311540149,0.0,0.0,1614351366.0229433,538247208.0189302,118039813.10089834,840933854.3133626,255099293.8764153,0.0,0.0,0.0,2001226995.5491047,0.0,0.0,0.0,0.0,0.0,5367898530.881655,700266.9104248605,111945.83118069726,3426873.5302637964,1284720.688979507,1880508.8540727429,2013906.962473041,3894415.816545784,500.32052653767846,194720790.8272892,60378503.049126126,4.155756735485108,5.644629079965596,0.0,0.0,0.0,3229994.88509572,2006.8954518793275,0.0,0.0,0.0,0.0,0.0,0.0,1.9308909423102263,1.9308909423102212,5.3678985308816545,0.4
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0043_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p25,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation,liion_8h_calendar_mid,,node_interface,baseline,4827227.355775566,0.25,1206806.8389438915,12.0,0.05,0.05,optimal,True,,37.98259359999793,873f2d9,4750.711046932506,514.2528905665914,2197.953991219473,11792.18364306404,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411623.880647965,674001.4173518054,0.25,1206806.8389438917,1206806.8389438924,0.7499999999999998,0.4995874569712577,9.313225746154783e-10,7.717246410622793e-16,2214466000.401569,530846382.2436489,214287151.8286949,1970856369.2606528,399404645.0281485,0.0,0.0,0.0,1210424297.936453,0.0,0.0,0.0,0.0,0.0,6540284846.699167,884545.5484426362,171917.8334098961,4776806.978116002,1205544.7123907965,2542040.0535899554,2615928.772637645,5157968.8262276,277.2947797264302,257898441.31138003,141506203.71676847,5.365073013435316,8.0,0.0,0.0,0.0,2018746.8031848324,2052.7073617430765,0.0,0.0,0.0,0.0,0.0,0.0,1.2068068389438917,1.2068068389438924,6.540284846699167,0.25
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0044_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation,liion_8h_calendar_mid,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,12.0,0.05,0.05,optimal,True,,32.91506179998396,873f2d9,5129.693207239588,833.7721465017884,3656.628397826296,28319.46075808948,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411623.880647965,674001.4173518054,0.15,724084.1033663348,724084.1033663368,0.8499999999999996,0.6997524741827541,1.979060471057892e-09,2.733191437095573e-15,2391122315.7337046,860675624.2018291,356499038.5587552,4733100441.658773,664483322.2760884,0.0,0.0,0.0,751291537.938242,0.0,0.0,0.0,0.0,0.0,9757172280.367392,915660.1752428384,634740.945427835,5197319.821304848,1598576.406026783,3212576.480041752,3280419.3835385395,6492995.863580292,144.79527927634908,324649793.1790146,339833529.09707373,7.74469201599051,8.0,0.0,0.0,0.0,1211248.081910901,1715.0902806831002,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663368,9.757172280367392,0.15
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0045_k100_repday_opt_base_with_storage_degradation_liion_8h_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation,liion_8h_calendar_mid,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,12.0,0.05,0.05,optimal,True,,33.02803950000089,873f2d9,5129.693207239588,833.7721465017884,4051.804392250316,31432.66823819981,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411623.880647965,674001.4173518054,0.14,675811.8298085793,675811.8298085807,0.8599999999999997,0.7197689759039039,1.3969838619232178e-09,2.067119574273962e-15,2391122315.7337046,860675624.2018291,395026295.56890434,5253418389.269287,710711106.1360587,0.0,0.0,0.0,746432289.8372993,0.0,0.0,0.0,0.0,0.0,10357386020.747084,762799.0240133557,576536.3616924154,5350180.972534331,1656780.9897622026,3366427.352446969,3303954.393106249,6670381.745553219,131.39014989391617,333519087.27766097,377192018.8583977,7.757696373082449,8.0,0.0,0.0,0.0,1130498.2097835073,1272.44584074173,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085807,10.357386020747084,0.14
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0046_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix1p00,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation_plus_LDES,liion_8h_LDES_calendar_mid,,node_interface,baseline,4827227.355775566,1.0,4827227.355775566,12.0,0.05,0.05,optimal,True,,12.645533200004138,873f2d9,2731.651330995769,395.4439486599769,0.0,0.0,1845.626902445876,19027.799324635125,0.0,3851.261635805,4827227.355775566,2199131.926832569,674001.4173518054,1.0,4827227.355775566,2199131.926832569,0.5444316654774083,0.0,0.0,0.0,1273314444.4446285,408203810.57072365,0.0,0.0,-1.650732883717865e-11,0.0,231003736.9962009,357235751.0323028,1979889041.420141,0.0,0.0,0.0,0.0,0.0,4249646784.463997,277.99998511271366,0.0,3254990.7401323654,1059224.43652675,-9.00399754755199e-14,-2.401066012680531e-13,-3.3014657674357294e-13,0.0,-1.650732883717865e-11,0.0,0.0,0.0,2793752.479605499,2875816.0398868285,151.13760613207302,3678708.475798877,3295.4857964982307,0.0,0.0,0.0,0.0,0.0,0.0,4.827227355775566,2.199131926832569,4.249646784463997,1.0
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0047_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p40,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation_plus_LDES,liion_8h_LDES_calendar_mid,,node_interface,baseline,4827227.355775566,0.4,1930890.9423102264,12.0,0.05,0.05,optimal,True,,128.22687549999682,873f2d9,3129.1717850332075,476.15654980885927,0.0,0.0,1892.2674565723005,19959.22106891994,0.0,3851.261635805,4827227.355775566,2199131.926832569,674001.4173518054,0.4,1930890.9423102264,1930890.942310228,0.5999999999999996,0.1219758493110009,1.862645149230957e-09,9.646558013278489e-16,1458612081.2054455,491520779.920477,0.0,0.0,3.694822225952521e-12,0.0,236841396.97206023,374722646.95077145,1717130911.8191028,0.0,0.0,0.0,0.0,0.0,4278827816.867857,33531.77643934282,6012.778622521978,3695456.245821535,1269406.038327139,7.389644451905042e-14,0.0,7.389644451905042e-14,0.0,3.694822225952521e-12,0.0,0.0,0.0,3116370.3052072832,2996500.3487021984,150.13112677870396,3229994.885095732,3338.971748695825,0.0,0.0,0.0,0.0,0.0,0.0,1.9308909423102263,1.930890942310228,4.278827816867857,0.4
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0048_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p25,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation_plus_LDES,liion_8h_LDES_calendar_mid,,node_interface,baseline,4827227.355775566,0.25,1206806.8389438915,12.0,0.05,0.05,optimal,True,,146.43923650000943,873f2d9,4206.539698690254,689.3210377865211,0.0,0.0,2204.552242165693,25201.72910596588,0.0,3851.261635805,4827227.355775566,2199131.926832569,674001.4173518054,0.25,1206806.8389438917,1206806.83894389,0.7500000000000002,0.4512349058193767,0.0,0.0,1960809455.6927004,711563485.2538145,0.0,0.0,1.177678139289882e-10,0.0,275927819.2514118,473147654.6962694,1152686276.7509837,0.0,0.0,0.0,0.0,0.0,4574134691.64518,198813.69096619848,37733.447564589536,4814057.838365442,1808661.4468564128,2.3070109508386477e-12,4.8345327741117225e-14,2.3553562785797643e-12,0.0,1.177678139289882e-10,0.0,0.0,0.0,3609303.540651485,3042824.664984124,120.73872598939292,2018746.803184828,2380.813482214658,0.0,0.0,0.0,0.0,0.0,0.0,1.2068068389438917,1.20680683894389,4.57413469164518,0.25
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0049_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation_plus_LDES,liion_8h_LDES_calendar_mid,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,12.0,0.05,0.05,optimal,True,,67.37295129999984,873f2d9,4803.958700154836,785.5431979220872,1645.5332376668723,9673.113914586733,1817.63185624202,27484.352781317437,0.0,3851.261635805,4827227.355775566,2199131.926832569,674001.4173518054,0.15,724084.1033663348,724084.1033663354,0.8499999999999999,0.6707409434916254,5.820766091346741e-10,8.038798344398743e-16,2239286520.213684,810890463.3547183,160429486.76257122,1616691085.0612824,283286367.61170113,0.0,227499800.05103508,516002572.8650032,798133928.8537953,0.0,0.0,0.0,0.0,0.0,6652220224.77379,72037.77496772645,24207.70898551951,5652769.197278196,2079925.0107236337,1558972.964196334,1785207.048536872,3344180.0127332057,230.6918775458696,167209000.6366603,116077366.9750408,5.878406885479753,8.0,2583059.356016847,1487870.1945028992,54.135173068884605,1211248.081910899,1359.8243106401246,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663354,6.6522202247737905,0.15
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0050_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_8h_with_degradation_plus_LDES,liion_8h_LDES_calendar_mid,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,12.0,0.05,0.05,optimal,True,,104.6773921000131,873f2d9,4803.958700154836,785.5431979220872,2512.1771600778125,18393.614588433797,1113.3178212020678,19479.903462029502,0.0,3851.261635805,4827227.355775566,2199131.926832569,674001.4173518054,0.14,675811.8298085793,675811.8298085806,0.8599999999999997,0.69269154725885,1.280568540096283e-09,1.894859609751132e-15,2239286520.213684,810890463.3547183,244922000.49351263,3074169599.3398747,447762634.564865,0.0,139345919.1678031,365723740.54235554,757550075.1791642,0.0,0.0,0.0,0.0,0.0,8079650952.855976,72037.77496772641,24207.70898551951,5652769.197278196,2079925.0107236328,2212757.1771928184,2328028.0128803705,4540785.190073188,158.20898073673573,227039259.50365943,220723375.06120557,7.32178242869785,8.0,1899669.0157780405,996192.9750444712,51.13952320073168,1130498.209783507,1379.1289382420382,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085806,8.079650952855976,0.14
